 time            v(conn_pin)     v(mcu_pin)      v_am_rs#branch 
 5.37275732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.37325732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.37375732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.37425732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.37475732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.37525732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.37575732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.37625732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.37675732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.37725732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.37775732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.37825732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.37875732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.37925732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.37975732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.38025732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.38075732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.38125732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.38175732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.38225732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.38275732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.38325732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.38375732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.38425732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.38475732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.38525732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.38575732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.38625732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.38675732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.38725732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.38775732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.38825732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.38875732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.38925732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.38975732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.39025732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.39075732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.39125732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.39175732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.39225732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.39275732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.39325732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.39375732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.39425732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.39475732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.39525732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.39575732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.39625732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.39675732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.39725732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.39775732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.39825732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.39875732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.39925732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.39975732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.40025732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.40075732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.40125732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.40175732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.40225732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.40275732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.40325732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.40375732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.40425732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.40475732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.40525732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.40575732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.40625732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.40675732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.40725732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.40775732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.40825732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.40875732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.40925732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.40975732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.41025732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.41075732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.41125732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.41175732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.41225732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.41275732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.41325732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.41375732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.41425732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.41475732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.41525732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.41575732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.41625732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.41675732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.41725732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.41775732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.41825732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.41875732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.41925732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.41975732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.42025732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.42075732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.42125732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.42175732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.42225732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.42275732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.42325732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.42375732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.42425732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.42475732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.42525732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.42575732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.42625732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.42675732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.42725732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.42775732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.42825732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.42875732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.42925732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.42975732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.43025732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.43075732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.43125732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.43175732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.43225732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.43275732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.43325732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.43375732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.43425732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.43475732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.43525732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.43575732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.43625732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.43675732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.43725732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.43775732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.43825732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.43875732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.43925732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.43975732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.44025732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.44075732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.44125732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.44175732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.44225732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.44275732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.44325732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.44375732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.44425732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.44475732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.44525732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.44575732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.44625732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.44675732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.44725732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.44775732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.44825732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.44875732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.44925732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.44975732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.45025732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.45075732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.45125732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.45175732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.45225732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.45275732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.45325732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.45375732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.45425732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.45475732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.45525732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.45575732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.45625732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.45675732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.45725732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.45775732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.45825732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.45875732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.45925732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.45975732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.46025732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.46075732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.46125732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.46175732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.46225732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.46275732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.46325732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.46375732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.46425732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.46475732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.46525732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.46575732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.46625732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.46675732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.46725732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.46775732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.46825732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.46875732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.46925732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.46975732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.47025732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.47075732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.47125732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.47175732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.47225732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.47275732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.47325732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.47375732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.47425732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.47475732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.47525732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.47575732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.47625732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.47675732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.47725732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.47775732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.47825732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.47875732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.47925732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.47975732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.48025732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.48075732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.48125732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.48175732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.48225732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.48275732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.48325732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.48375732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.48425732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.48475732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.48525732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.48575732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.48625732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.48675732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.48725732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.48775732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.48825732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.48875732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.48925732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.48975732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.49025732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.49075732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.49125732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.49175732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.49225732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.49275732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.49325732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.49375732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.49425732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.49475732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.49525732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.49575732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.49625732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.49675732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.49725732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.49775732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.49825732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.49875732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.49925732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.49975732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.50025732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.50075732e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.50100000e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.50105000e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.50115000e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.50135000e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.50140180e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.50149245e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.50151754e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.50156145e-05  4.75112651e-01  2.26243917e-02  4.52488259e-04 
 5.50161006e-05  4.75292575e-01  4.97469776e-02  4.25545598e-04 
 5.50169714e-05  4.76329984e-01  1.07828275e-01  3.68501709e-04 
 5.50178350e-05  4.78284967e-01  1.63296485e-01  3.14988482e-04 
 5.50195622e-05  4.84535631e-01  2.55203249e-01  2.29332383e-04 
 5.50200000e-05  4.86576371e-01  2.74562880e-01  2.12013490e-04 
 5.50203454e-05  4.88342957e-01  2.88377959e-01  1.99964998e-04 
 5.50210363e-05  4.92060230e-01  3.14177338e-01  1.77882892e-04 
 5.50224181e-05  5.00240097e-01  3.58344257e-01  1.41895840e-04 
 5.50251817e-05  5.18781487e-01  4.24832062e-01  9.39494259e-05 
 5.50301817e-05  5.56399193e-01  5.03890793e-01  5.25084001e-05 
 5.50351817e-05  5.96532733e-01  5.56756466e-01  3.97762670e-05 
 5.50401817e-05  6.37521479e-01  5.99632568e-01  3.78889114e-05 
 5.50451817e-05  6.78604685e-01  6.39793420e-01  3.88112648e-05 
 5.50501817e-05  7.19513318e-01  6.79710159e-01  3.98031590e-05 
 5.50551817e-05  7.60183730e-01  7.19879368e-01  4.03043621e-05 
 5.50601817e-05  8.00615595e-01  7.60203956e-01  4.04116394e-05 
 5.50651817e-05  8.40817831e-01  8.00510501e-01  4.03073298e-05 
 5.50701817e-05  8.80794440e-01  8.40681287e-01  4.01131529e-05 
 5.50751817e-05  9.20544073e-01  8.80656284e-01  3.98877893e-05 
 5.50801817e-05  9.60062429e-01  9.20409291e-01  3.96531377e-05 
 5.50851817e-05  9.99344176e-01  9.59929223e-01  3.94149528e-05 
 5.50901817e-05  1.03838395e+00  9.99210304e-01  3.91736464e-05 
 5.50951817e-05  1.07717675e+00  1.03824813e+00  3.89286174e-05 
 5.51001817e-05  1.11571801e+00  1.07703851e+00  3.86795006e-05 
 5.51051817e-05  1.15400361e+00  1.11557731e+00  3.84262948e-05 
 5.51101817e-05  1.19202983e+00  1.15386060e+00  3.81692223e-05 
 5.51151817e-05  1.22979329e+00  1.19188469e+00  3.79085969e-05 
 5.51201817e-05  1.26729095e+00  1.22964620e+00  3.76447508e-05 
 5.51251817e-05  1.30452009e+00  1.26714208e+00  3.73780044e-05 
 5.51301817e-05  1.34147824e+00  1.30436958e+00  3.71086575e-05 
 5.51351817e-05  1.37816323e+00  1.34132624e+00  3.68369893e-05 
 5.51401817e-05  1.41457312e+00  1.37800986e+00  3.65632602e-05 
 5.51451817e-05  1.45070622e+00  1.41441850e+00  3.62877142e-05 
 5.51501817e-05  1.48656105e+00  1.45055047e+00  3.60105799e-05 
 5.51551817e-05  1.52213634e+00  1.48640427e+00  3.57320724e-05 
 5.51601817e-05  1.55743103e+00  1.52197864e+00  3.54523936e-05 
 5.51651817e-05  1.59244423e+00  1.55727250e+00  3.51717337e-05 
 5.51701817e-05  1.62717523e+00  1.59228496e+00  3.48902716e-05 
 5.51751817e-05  1.66162347e+00  1.62701529e+00  3.46081755e-05 
 5.51801817e-05  1.69578856e+00  1.66146296e+00  3.43256039e-05 
 5.51851817e-05  1.72967026e+00  1.69562755e+00  3.40427059e-05 
 5.51901817e-05  1.76326843e+00  1.72950881e+00  3.37596221e-05 
 5.51951817e-05  1.79658311e+00  1.76310663e+00  3.34764848e-05 
 5.52001817e-05  1.82961442e+00  1.79642100e+00  3.31934186e-05 
 5.52051817e-05  1.86236261e+00  1.82945207e+00  3.29105408e-05 
 5.52101817e-05  1.89482804e+00  1.86220008e+00  3.26279621e-05 
 5.52151817e-05  1.92701117e+00  1.89466538e+00  3.23457866e-05 
 5.52201817e-05  1.95891254e+00  1.92684843e+00  3.20641125e-05 
 5.52251817e-05  1.99053280e+00  1.95874976e+00  3.17830320e-05 
 5.52301817e-05  2.02187267e+00  1.99037004e+00  3.15026321e-05 
 5.52351817e-05  2.05293296e+00  2.02170996e+00  3.12229949e-05 
 5.52401817e-05  2.08371455e+00  2.05277035e+00  3.09441973e-05 
 5.52451817e-05  2.11421839e+00  2.08355208e+00  3.06663118e-05 
 5.52501817e-05  2.14444549e+00  2.11405609e+00  3.03894068e-05 
 5.52551817e-05  2.17439694e+00  2.14428339e+00  3.01135462e-05 
 5.52601817e-05  2.20407387e+00  2.17423508e+00  2.98387905e-05 
 5.52651817e-05  2.23347747e+00  2.20391228e+00  2.95651961e-05 
 5.52701817e-05  2.26260899e+00  2.23331618e+00  2.92928163e-05 
 5.52751817e-05  2.29146972e+00  2.26244802e+00  2.90217009e-05 
 5.52801817e-05  2.32006099e+00  2.29130909e+00  2.87518967e-05 
 5.52851817e-05  2.34838419e+00  2.31990074e+00  2.84834473e-05 
 5.52901817e-05  2.37644072e+00  2.34822433e+00  2.82163939e-05 
 5.52951817e-05  2.40423206e+00  2.37628128e+00  2.79507747e-05 
 5.53001817e-05  2.43175968e+00  2.40407305e+00  2.76866254e-05 
 5.53051817e-05  2.45902511e+00  2.43160113e+00  2.74239795e-05 
 5.53101817e-05  2.48602991e+00  2.45886704e+00  2.71628680e-05 
 5.53151817e-05  2.51277565e+00  2.48587233e+00  2.69033198e-05 
 5.53201817e-05  2.53926393e+00  2.51261857e+00  2.66453618e-05 
 5.53251817e-05  2.56549640e+00  2.53910738e+00  2.63890189e-05 
 5.53301817e-05  2.59147469e+00  2.56534038e+00  2.61343141e-05 
 5.53351817e-05  2.61720049e+00  2.59131922e+00  2.58812686e-05 
 5.53401817e-05  2.64267548e+00  2.61704558e+00  2.56299019e-05 
 5.53451817e-05  2.66790137e+00  2.64252114e+00  2.53802321e-05 
 5.53501817e-05  2.69287989e+00  2.66774761e+00  2.51322754e-05 
 5.53551817e-05  2.71761277e+00  2.69272672e+00  2.48860470e-05 
 5.53601817e-05  2.74210176e+00  2.71746020e+00  2.46415602e-05 
 5.53651817e-05  2.76634863e+00  2.74194981e+00  2.43988275e-05 
 5.53701817e-05  2.79035516e+00  2.76619730e+00  2.41578597e-05 
 5.53751817e-05  2.81412311e+00  2.79020444e+00  2.39186666e-05 
 5.53801817e-05  2.83765428e+00  2.81397303e+00  2.36812570e-05 
 5.53851817e-05  2.86095048e+00  2.83750484e+00  2.34456384e-05 
 5.53901817e-05  2.88401349e+00  2.86080167e+00  2.32118173e-05 
 5.53951817e-05  2.90684514e+00  2.88386534e+00  2.29797992e-05 
 5.54001817e-05  2.92944722e+00  2.90669764e+00  2.27495889e-05 
 5.54051817e-05  2.95182157e+00  2.92930038e+00  2.25211900e-05 
 5.54101817e-05  2.97396999e+00  2.95167539e+00  2.22946054e-05 
 5.54151817e-05  2.99589431e+00  2.97382447e+00  2.20698372e-05 
 5.54201817e-05  3.01759634e+00  2.99574946e+00  2.18468867e-05 
 5.54251817e-05  3.03907791e+00  3.01745216e+00  2.16257544e-05 
 5.54301817e-05  3.06034084e+00  3.03893440e+00  2.14064403e-05 
 5.54351817e-05  3.08138695e+00  3.06019800e+00  2.11889435e-05 
 5.54401817e-05  3.10221805e+00  3.08124478e+00  2.09732626e-05 
 5.54451817e-05  3.12283595e+00  3.10207656e+00  2.07593957e-05 
 5.54501817e-05  3.14324248e+00  3.12269514e+00  2.05473401e-05 
 5.54551817e-05  3.16343944e+00  3.14310235e+00  2.03370928e-05 
 5.54601817e-05  3.18342864e+00  3.16329999e+00  2.01286500e-05 
 5.54651817e-05  3.20321187e+00  3.18328986e+00  1.99220076e-05 
 5.54701817e-05  3.22279093e+00  3.20307377e+00  1.97171611e-05 
 5.54751817e-05  3.24216762e+00  3.22265351e+00  1.95141055e-05 
 5.54801817e-05  3.26134371e+00  3.24203088e+00  1.93128352e-05 
 5.54851817e-05  3.28032099e+00  3.26120764e+00  1.91133445e-05 
 5.54901817e-05  3.29910122e+00  3.28018560e+00  1.89156270e-05 
