 time            v(conn_pin)     v(mcu_pin)      v_am_rs#branch 
 8.11980000e-06  4.99939002e+00  4.99933402e+00  5.59932755e-08 
 8.12480000e-06  4.99939002e+00  4.99933402e+00  5.59932687e-08 
 8.12980000e-06  4.99939002e+00  4.99933403e+00  5.59932619e-08 
 8.13480000e-06  4.99939002e+00  4.99933403e+00  5.59932553e-08 
 8.13980000e-06  4.99939002e+00  4.99933403e+00  5.59932487e-08 
 8.14480000e-06  4.99939002e+00  4.99933403e+00  5.59932421e-08 
 8.14980000e-06  4.99939002e+00  4.99933403e+00  5.59932357e-08 
 8.15480000e-06  4.99939002e+00  4.99933403e+00  5.59932293e-08 
 8.15980000e-06  4.99939002e+00  4.99933403e+00  5.59932230e-08 
 8.16480000e-06  4.99939002e+00  4.99933403e+00  5.59932168e-08 
 8.16980000e-06  4.99939002e+00  4.99933403e+00  5.59932106e-08 
 8.17480000e-06  4.99939002e+00  4.99933403e+00  5.59932045e-08 
 8.17980000e-06  4.99939002e+00  4.99933403e+00  5.59931985e-08 
 8.18480000e-06  4.99939002e+00  4.99933403e+00  5.59931925e-08 
 8.18980000e-06  4.99939002e+00  4.99933403e+00  5.59931866e-08 
 8.19480000e-06  4.99939003e+00  4.99933403e+00  5.59931808e-08 
 8.19980000e-06  4.99939003e+00  4.99933403e+00  5.59931751e-08 
 8.20480000e-06  4.99939003e+00  4.99933403e+00  5.59931694e-08 
 8.20980000e-06  4.99939003e+00  4.99933403e+00  5.59931637e-08 
 8.21480000e-06  4.99939003e+00  4.99933403e+00  5.59931582e-08 
 8.21980000e-06  4.99939003e+00  4.99933403e+00  5.59931527e-08 
 8.22480000e-06  4.99939003e+00  4.99933404e+00  5.59931472e-08 
 8.22980000e-06  4.99939003e+00  4.99933404e+00  5.59931419e-08 
 8.23480000e-06  4.99939003e+00  4.99933404e+00  5.59931366e-08 
 8.23980000e-06  4.99939003e+00  4.99933404e+00  5.59931313e-08 
 8.24480000e-06  4.99939003e+00  4.99933404e+00  5.59931261e-08 
 8.24980000e-06  4.99939003e+00  4.99933404e+00  5.59931210e-08 
 8.25480000e-06  4.99939003e+00  4.99933404e+00  5.59931159e-08 
 8.25980000e-06  4.99939003e+00  4.99933404e+00  5.59931109e-08 
 8.26480000e-06  4.99939003e+00  4.99933404e+00  5.59931059e-08 
 8.26980000e-06  4.99939003e+00  4.99933404e+00  5.59931010e-08 
 8.27480000e-06  4.99939003e+00  4.99933404e+00  5.59930962e-08 
 8.27980000e-06  4.99939003e+00  4.99933404e+00  5.59930914e-08 
 8.28480000e-06  4.99939003e+00  4.99933404e+00  5.59930866e-08 
 8.28980000e-06  4.99939003e+00  4.99933404e+00  5.59930819e-08 
 8.29480000e-06  4.99939003e+00  4.99933404e+00  5.59930773e-08 
 8.29980000e-06  4.99939003e+00  4.99933404e+00  5.59930727e-08 
 8.30480000e-06  4.99939004e+00  4.99933404e+00  5.59930682e-08 
 8.30980000e-06  4.99939004e+00  4.99933404e+00  5.59930637e-08 
 8.31480000e-06  4.99939004e+00  4.99933404e+00  5.59930593e-08 
 8.31980000e-06  4.99939004e+00  4.99933404e+00  5.59930549e-08 
 8.32480000e-06  4.99939004e+00  4.99933404e+00  5.59930506e-08 
 8.32980000e-06  4.99939004e+00  4.99933404e+00  5.59930463e-08 
 8.33480000e-06  4.99939004e+00  4.99933404e+00  5.59930421e-08 
 8.33980000e-06  4.99939004e+00  4.99933404e+00  5.59930379e-08 
 8.34480000e-06  4.99939004e+00  4.99933405e+00  5.59930338e-08 
 8.34980000e-06  4.99939004e+00  4.99933405e+00  5.59930297e-08 
 8.35480000e-06  4.99939004e+00  4.99933405e+00  5.59930256e-08 
 8.35980000e-06  4.99939004e+00  4.99933405e+00  5.59930216e-08 
 8.36480000e-06  4.99939004e+00  4.99933405e+00  5.59930177e-08 
 8.36980000e-06  4.99939004e+00  4.99933405e+00  5.59930138e-08 
 8.37480000e-06  4.99939004e+00  4.99933405e+00  5.59930099e-08 
 8.37980000e-06  4.99939004e+00  4.99933405e+00  5.59930061e-08 
 8.38480000e-06  4.99939004e+00  4.99933405e+00  5.59930023e-08 
 8.38980000e-06  4.99939004e+00  4.99933405e+00  5.59929986e-08 
 8.39480000e-06  4.99939004e+00  4.99933405e+00  5.59929949e-08 
 8.39980000e-06  4.99939004e+00  4.99933405e+00  5.59929913e-08 
 8.40480000e-06  4.99939004e+00  4.99933405e+00  5.59929877e-08 
 8.40980000e-06  4.99939004e+00  4.99933405e+00  5.59929841e-08 
 8.41480000e-06  4.99939004e+00  4.99933405e+00  5.59929806e-08 
 8.41980000e-06  4.99939004e+00  4.99933405e+00  5.59929771e-08 
 8.42480000e-06  4.99939004e+00  4.99933405e+00  5.59929737e-08 
 8.42980000e-06  4.99939004e+00  4.99933405e+00  5.59929703e-08 
 8.43480000e-06  4.99939004e+00  4.99933405e+00  5.59929669e-08 
 8.43980000e-06  4.99939004e+00  4.99933405e+00  5.59929636e-08 
 8.44480000e-06  4.99939004e+00  4.99933405e+00  5.59929603e-08 
 8.44980000e-06  4.99939004e+00  4.99933405e+00  5.59929570e-08 
 8.45480000e-06  4.99939005e+00  4.99933405e+00  5.59929538e-08 
 8.45980000e-06  4.99939005e+00  4.99933405e+00  5.59929506e-08 
 8.46480000e-06  4.99939005e+00  4.99933405e+00  5.59929475e-08 
 8.46980000e-06  4.99939005e+00  4.99933405e+00  5.59929444e-08 
 8.47480000e-06  4.99939005e+00  4.99933405e+00  5.59929413e-08 
 8.47980000e-06  4.99939005e+00  4.99933405e+00  5.59929383e-08 
 8.48480000e-06  4.99939005e+00  4.99933405e+00  5.59929353e-08 
 8.48980000e-06  4.99939005e+00  4.99933405e+00  5.59929323e-08 
 8.49480000e-06  4.99939005e+00  4.99933405e+00  5.59929294e-08 
 8.49980000e-06  4.99939005e+00  4.99933405e+00  5.59929265e-08 
 8.50480000e-06  4.99939005e+00  4.99933405e+00  5.59929236e-08 
 8.50980000e-06  4.99939005e+00  4.99933406e+00  5.59929208e-08 
 8.51480000e-06  4.99939005e+00  4.99933406e+00  5.59929180e-08 
 8.51980000e-06  4.99939005e+00  4.99933406e+00  5.59929152e-08 
 8.52480000e-06  4.99939005e+00  4.99933406e+00  5.59929124e-08 
 8.52980000e-06  4.99939005e+00  4.99933406e+00  5.59929097e-08 
 8.53480000e-06  4.99939005e+00  4.99933406e+00  5.59929070e-08 
 8.53980000e-06  4.99939005e+00  4.99933406e+00  5.59929044e-08 
 8.54480000e-06  4.99939005e+00  4.99933406e+00  5.59929018e-08 
 8.54980000e-06  4.99939005e+00  4.99933406e+00  5.59928992e-08 
 8.55480000e-06  4.99939005e+00  4.99933406e+00  5.59928966e-08 
 8.55980000e-06  4.99939005e+00  4.99933406e+00  5.59928941e-08 
 8.56480000e-06  4.99939005e+00  4.99933406e+00  5.59928916e-08 
 8.56980000e-06  4.99939005e+00  4.99933406e+00  5.59928891e-08 
 8.57480000e-06  4.99939005e+00  4.99933406e+00  5.59928867e-08 
 8.57980000e-06  4.99939005e+00  4.99933406e+00  5.59928843e-08 
 8.58480000e-06  4.99939005e+00  4.99933406e+00  5.59928819e-08 
 8.58980000e-06  4.99939005e+00  4.99933406e+00  5.59928795e-08 
 8.59480000e-06  4.99939005e+00  4.99933406e+00  5.59928772e-08 
 8.59980000e-06  4.99939005e+00  4.99933406e+00  5.59928749e-08 
 8.60480000e-06  4.99939005e+00  4.99933406e+00  5.59928726e-08 
 8.60980000e-06  4.99939005e+00  4.99933406e+00  5.59928703e-08 
 8.61480000e-06  4.99939005e+00  4.99933406e+00  5.59928681e-08 
 8.61980000e-06  4.99939005e+00  4.99933406e+00  5.59928659e-08 
 8.62480000e-06  4.99939005e+00  4.99933406e+00  5.59928637e-08 
 8.62980000e-06  4.99939005e+00  4.99933406e+00  5.59928615e-08 
 8.63480000e-06  4.99939005e+00  4.99933406e+00  5.59928594e-08 
 8.63980000e-06  4.99939005e+00  4.99933406e+00  5.59928573e-08 
 8.64480000e-06  4.99939005e+00  4.99933406e+00  5.59928552e-08 
 8.64980000e-06  4.99939005e+00  4.99933406e+00  5.59928532e-08 
 8.65480000e-06  4.99939005e+00  4.99933406e+00  5.59928511e-08 
 8.65980000e-06  4.99939005e+00  4.99933406e+00  5.59928491e-08 
 8.66480000e-06  4.99939005e+00  4.99933406e+00  5.59928471e-08 
 8.66980000e-06  4.99939005e+00  4.99933406e+00  5.59928451e-08 
 8.67480000e-06  4.99939005e+00  4.99933406e+00  5.59928432e-08 
 8.67980000e-06  4.99939005e+00  4.99933406e+00  5.59928413e-08 
 8.68480000e-06  4.99939005e+00  4.99933406e+00  5.59928394e-08 
 8.68980000e-06  4.99939006e+00  4.99933406e+00  5.59928375e-08 
 8.69480000e-06  4.99939006e+00  4.99933406e+00  5.59928356e-08 
 8.69980000e-06  4.99939006e+00  4.99933406e+00  5.59928338e-08 
 8.70480000e-06  4.99939006e+00  4.99933406e+00  5.59928320e-08 
 8.70980000e-06  4.99939006e+00  4.99933406e+00  5.59928302e-08 
 8.71480000e-06  4.99939006e+00  4.99933406e+00  5.59928284e-08 
 8.71980000e-06  4.99939006e+00  4.99933406e+00  5.59928266e-08 
 8.72480000e-06  4.99939006e+00  4.99933406e+00  5.59928249e-08 
 8.72980000e-06  4.99939006e+00  4.99933406e+00  5.59928232e-08 
 8.73480000e-06  4.99939006e+00  4.99933406e+00  5.59928215e-08 
 8.73980000e-06  4.99939006e+00  4.99933406e+00  5.59928198e-08 
 8.74480000e-06  4.99939006e+00  4.99933406e+00  5.59928182e-08 
 8.74980000e-06  4.99939006e+00  4.99933406e+00  5.59928165e-08 
 8.75480000e-06  4.99939006e+00  4.99933406e+00  5.59928149e-08 
 8.75980000e-06  4.99939006e+00  4.99933406e+00  5.59928133e-08 
 8.76480000e-06  4.99939006e+00  4.99933406e+00  5.59928117e-08 
 8.76980000e-06  4.99939006e+00  4.99933406e+00  5.59928101e-08 
 8.77480000e-06  4.99939006e+00  4.99933406e+00  5.59928086e-08 
 8.77980000e-06  4.99939006e+00  4.99933406e+00  5.59928071e-08 
 8.78480000e-06  4.99939006e+00  4.99933407e+00  5.59928056e-08 
 8.78980000e-06  4.99939006e+00  4.99933407e+00  5.59928041e-08 
 8.79480000e-06  4.99939006e+00  4.99933407e+00  5.59928026e-08 
 8.79980000e-06  4.99939006e+00  4.99933407e+00  5.59928011e-08 
 8.80480000e-06  4.99939006e+00  4.99933407e+00  5.59927997e-08 
 8.80980000e-06  4.99939006e+00  4.99933407e+00  5.59927982e-08 
 8.81480000e-06  4.99939006e+00  4.99933407e+00  5.59927968e-08 
 8.81980000e-06  4.99939006e+00  4.99933407e+00  5.59927954e-08 
 8.82480000e-06  4.99939006e+00  4.99933407e+00  5.59927940e-08 
 8.82980000e-06  4.99939006e+00  4.99933407e+00  5.59927927e-08 
 8.83480000e-06  4.99939006e+00  4.99933407e+00  5.59927913e-08 
 8.83980000e-06  4.99939006e+00  4.99933407e+00  5.59927900e-08 
 8.84480000e-06  4.99939006e+00  4.99933407e+00  5.59927887e-08 
 8.84980000e-06  4.99939006e+00  4.99933407e+00  5.59927874e-08 
 8.85480000e-06  4.99939006e+00  4.99933407e+00  5.59927861e-08 
 8.85980000e-06  4.99939006e+00  4.99933407e+00  5.59927848e-08 
 8.86480000e-06  4.99939006e+00  4.99933407e+00  5.59927835e-08 
 8.86980000e-06  4.99939006e+00  4.99933407e+00  5.59927823e-08 
 8.87480000e-06  4.99939006e+00  4.99933407e+00  5.59927811e-08 
 8.87980000e-06  4.99939006e+00  4.99933407e+00  5.59927798e-08 
 8.88480000e-06  4.99939006e+00  4.99933407e+00  5.59927786e-08 
 8.88980000e-06  4.99939006e+00  4.99933407e+00  5.59927774e-08 
 8.89480000e-06  4.99939006e+00  4.99933407e+00  5.59927763e-08 
 8.89980000e-06  4.99939006e+00  4.99933407e+00  5.59927751e-08 
 8.90480000e-06  4.99939006e+00  4.99933407e+00  5.59927739e-08 
 8.90980000e-06  4.99939006e+00  4.99933407e+00  5.59927728e-08 
 8.91480000e-06  4.99939006e+00  4.99933407e+00  5.59927717e-08 
 8.91980000e-06  4.99939006e+00  4.99933407e+00  5.59927706e-08 
 8.92480000e-06  4.99939006e+00  4.99933407e+00  5.59927695e-08 
 8.92980000e-06  4.99939006e+00  4.99933407e+00  5.59927684e-08 
 8.93480000e-06  4.99939006e+00  4.99933407e+00  5.59927673e-08 
 8.93980000e-06  4.99939006e+00  4.99933407e+00  5.59927662e-08 
 8.94480000e-06  4.99939006e+00  4.99933407e+00  5.59927652e-08 
 8.94980000e-06  4.99939006e+00  4.99933407e+00  5.59927642e-08 
 8.95480000e-06  4.99939006e+00  4.99933407e+00  5.59927631e-08 
 8.95980000e-06  4.99939006e+00  4.99933407e+00  5.59927621e-08 
 8.96480000e-06  4.99939006e+00  4.99933407e+00  5.59927611e-08 
 8.96980000e-06  4.99939006e+00  4.99933407e+00  5.59927601e-08 
 8.97480000e-06  4.99939006e+00  4.99933407e+00  5.59927591e-08 
 8.97980000e-06  4.99939006e+00  4.99933407e+00  5.59927582e-08 
 8.98480000e-06  4.99939006e+00  4.99933407e+00  5.59927572e-08 
 8.98980000e-06  4.99939006e+00  4.99933407e+00  5.59927563e-08 
 8.99480000e-06  4.99939006e+00  4.99933407e+00  5.59927553e-08 
 8.99980000e-06  4.99939006e+00  4.99933407e+00  5.59927544e-08 
 9.00480000e-06  4.99939006e+00  4.99933407e+00  5.59927535e-08 
 9.00980000e-06  4.99939006e+00  4.99933407e+00  5.59927526e-08 
 9.01480000e-06  4.99939006e+00  4.99933407e+00  5.59927517e-08 
 9.01980000e-06  4.99939006e+00  4.99933407e+00  5.59927508e-08 
 9.02480000e-06  4.99939006e+00  4.99933407e+00  5.59927499e-08 
 9.02980000e-06  4.99939006e+00  4.99933407e+00  5.59927490e-08 
 9.03480000e-06  4.99939006e+00  4.99933407e+00  5.59927482e-08 
 9.03980000e-06  4.99939006e+00  4.99933407e+00  5.59927473e-08 
 9.04480000e-06  4.99939006e+00  4.99933407e+00  5.59927465e-08 
 9.04980000e-06  4.99939006e+00  4.99933407e+00  5.59927457e-08 
 9.05480000e-06  4.99939006e+00  4.99933407e+00  5.59927449e-08 
 9.05980000e-06  4.99939006e+00  4.99933407e+00  5.59927441e-08 
 9.06480000e-06  4.99939006e+00  4.99933407e+00  5.59927433e-08 
 9.06980000e-06  4.99939006e+00  4.99933407e+00  5.59927425e-08 
 9.07480000e-06  4.99939006e+00  4.99933407e+00  5.59927417e-08 
 9.07980000e-06  4.99939006e+00  4.99933407e+00  5.59927409e-08 
 9.08480000e-06  4.99939006e+00  4.99933407e+00  5.59927401e-08 
 9.08980000e-06  4.99939006e+00  4.99933407e+00  5.59927394e-08 
 9.09480000e-06  4.99939006e+00  4.99933407e+00  5.59927386e-08 
 9.09980000e-06  4.99939006e+00  4.99933407e+00  5.59927379e-08 
 9.10480000e-06  4.99939006e+00  4.99933407e+00  5.59927372e-08 
 9.10980000e-06  4.99939006e+00  4.99933407e+00  5.59927365e-08 
 9.11480000e-06  4.99939006e+00  4.99933407e+00  5.59927357e-08 
 9.11980000e-06  4.99939006e+00  4.99933407e+00  5.59927350e-08 
 9.12480000e-06  4.99939006e+00  4.99933407e+00  5.59927343e-08 
 9.12980000e-06  4.99939006e+00  4.99933407e+00  5.59927337e-08 
 9.13480000e-06  4.99939006e+00  4.99933407e+00  5.59927330e-08 
 9.13980000e-06  4.99939006e+00  4.99933407e+00  5.59927323e-08 
 9.14480000e-06  4.99939006e+00  4.99933407e+00  5.59927316e-08 
 9.14980000e-06  4.99939006e+00  4.99933407e+00  5.59927310e-08 
 9.15480000e-06  4.99939006e+00  4.99933407e+00  5.59927303e-08 
 9.15980000e-06  4.99939006e+00  4.99933407e+00  5.59927297e-08 
 9.16480000e-06  4.99939006e+00  4.99933407e+00  5.59927290e-08 
 9.16980000e-06  4.99939006e+00  4.99933407e+00  5.59927284e-08 
 9.17480000e-06  4.99939006e+00  4.99933407e+00  5.59927278e-08 
 9.17980000e-06  4.99939006e+00  4.99933407e+00  5.59927272e-08 
 9.18480000e-06  4.99939006e+00  4.99933407e+00  5.59927266e-08 
 9.18980000e-06  4.99939006e+00  4.99933407e+00  5.59927260e-08 
 9.19480000e-06  4.99939006e+00  4.99933407e+00  5.59927254e-08 
 9.19980000e-06  4.99939006e+00  4.99933407e+00  5.59927248e-08 
 9.20480000e-06  4.99939006e+00  4.99933407e+00  5.59927242e-08 
 9.20980000e-06  4.99939007e+00  4.99933407e+00  5.59927236e-08 
 9.21480000e-06  4.99939007e+00  4.99933407e+00  5.59927231e-08 
 9.21980000e-06  4.99939007e+00  4.99933407e+00  5.59927225e-08 
 9.22480000e-06  4.99939007e+00  4.99933407e+00  5.59927220e-08 
 9.22980000e-06  4.99939007e+00  4.99933407e+00  5.59927214e-08 
 9.23480000e-06  4.99939007e+00  4.99933407e+00  5.59927209e-08 
 9.23980000e-06  4.99939007e+00  4.99933407e+00  5.59927203e-08 
 9.24480000e-06  4.99939007e+00  4.99933407e+00  5.59927198e-08 
 9.24980000e-06  4.99939007e+00  4.99933407e+00  5.59927193e-08 
 9.25480000e-06  4.99939007e+00  4.99933407e+00  5.59927188e-08 
 9.25980000e-06  4.99939007e+00  4.99933407e+00  5.59927182e-08 
 9.26480000e-06  4.99939007e+00  4.99933407e+00  5.59927177e-08 
 9.26980000e-06  4.99939007e+00  4.99933407e+00  5.59927172e-08 
 9.27480000e-06  4.99939007e+00  4.99933407e+00  5.59927167e-08 
 9.27980000e-06  4.99939007e+00  4.99933407e+00  5.59927163e-08 
 9.28480000e-06  4.99939007e+00  4.99933407e+00  5.59927158e-08 
 9.28980000e-06  4.99939007e+00  4.99933407e+00  5.59927153e-08 
 9.29480000e-06  4.99939007e+00  4.99933407e+00  5.59927148e-08 
 9.29980000e-06  4.99939007e+00  4.99933407e+00  5.59927143e-08 
 9.30480000e-06  4.99939007e+00  4.99933407e+00  5.59927139e-08 
 9.30980000e-06  4.99939007e+00  4.99933407e+00  5.59927134e-08 
 9.31480000e-06  4.99939007e+00  4.99933407e+00  5.59927130e-08 
 9.31980000e-06  4.99939007e+00  4.99933407e+00  5.59927125e-08 
 9.32480000e-06  4.99939007e+00  4.99933407e+00  5.59927121e-08 
 9.32980000e-06  4.99939007e+00  4.99933407e+00  5.59927117e-08 
 9.33480000e-06  4.99939007e+00  4.99933407e+00  5.59927112e-08 
 9.33980000e-06  4.99939007e+00  4.99933407e+00  5.59927108e-08 
 9.34480000e-06  4.99939007e+00  4.99933407e+00  5.59927104e-08 
 9.34980000e-06  4.99939007e+00  4.99933407e+00  5.59927100e-08 
 9.35480000e-06  4.99939007e+00  4.99933407e+00  5.59927095e-08 
 9.35980000e-06  4.99939007e+00  4.99933407e+00  5.59927091e-08 
 9.36480000e-06  4.99939007e+00  4.99933407e+00  5.59927087e-08 
 9.36980000e-06  4.99939007e+00  4.99933407e+00  5.59927083e-08 
 9.37480000e-06  4.99939007e+00  4.99933407e+00  5.59927079e-08 
 9.37980000e-06  4.99939007e+00  4.99933407e+00  5.59927076e-08 
 9.38480000e-06  4.99939007e+00  4.99933407e+00  5.59927072e-08 
 9.38980000e-06  4.99939007e+00  4.99933407e+00  5.59927068e-08 
 9.39480000e-06  4.99939007e+00  4.99933407e+00  5.59927064e-08 
 9.39980000e-06  4.99939007e+00  4.99933407e+00  5.59927060e-08 
 9.40480000e-06  4.99939007e+00  4.99933407e+00  5.59927057e-08 
 9.40980000e-06  4.99939007e+00  4.99933407e+00  5.59927053e-08 
 9.41480000e-06  4.99939007e+00  4.99933407e+00  5.59927049e-08 
 9.41980000e-06  4.99939007e+00  4.99933407e+00  5.59927046e-08 
 9.42480000e-06  4.99939007e+00  4.99933407e+00  5.59927042e-08 
 9.42980000e-06  4.99939007e+00  4.99933407e+00  5.59927039e-08 
 9.43480000e-06  4.99939007e+00  4.99933407e+00  5.59927036e-08 
 9.43980000e-06  4.99939007e+00  4.99933407e+00  5.59927032e-08 
 9.44480000e-06  4.99939007e+00  4.99933407e+00  5.59927029e-08 
 9.44980000e-06  4.99939007e+00  4.99933407e+00  5.59927025e-08 
 9.45480000e-06  4.99939007e+00  4.99933407e+00  5.59927022e-08 
 9.45980000e-06  4.99939007e+00  4.99933407e+00  5.59927019e-08 
 9.46480000e-06  4.99939007e+00  4.99933407e+00  5.59927016e-08 
 9.46980000e-06  4.99939007e+00  4.99933407e+00  5.59927013e-08 
 9.47480000e-06  4.99939007e+00  4.99933407e+00  5.59927009e-08 
 9.47980000e-06  4.99939007e+00  4.99933407e+00  5.59927006e-08 
 9.48480000e-06  4.99939007e+00  4.99933407e+00  5.59927003e-08 
 9.48980000e-06  4.99939007e+00  4.99933407e+00  5.59927000e-08 
 9.49480000e-06  4.99939007e+00  4.99933407e+00  5.59926997e-08 
 9.49980000e-06  4.99939007e+00  4.99933407e+00  5.59926994e-08 
 9.50480000e-06  4.99939007e+00  4.99933407e+00  5.59926991e-08 
 9.50980000e-06  4.99939007e+00  4.99933407e+00  5.59926988e-08 
 9.51480000e-06  4.99939007e+00  4.99933407e+00  5.59926986e-08 
 9.51980000e-06  4.99939007e+00  4.99933407e+00  5.59926983e-08 
 9.52480000e-06  4.99939007e+00  4.99933407e+00  5.59926980e-08 
 9.52980000e-06  4.99939007e+00  4.99933407e+00  5.59926977e-08 
 9.53480000e-06  4.99939007e+00  4.99933407e+00  5.59926974e-08 
 9.53980000e-06  4.99939007e+00  4.99933407e+00  5.59926972e-08 
 9.54480000e-06  4.99939007e+00  4.99933407e+00  5.59926969e-08 
 9.54980000e-06  4.99939007e+00  4.99933407e+00  5.59926966e-08 
 9.55480000e-06  4.99939007e+00  4.99933407e+00  5.59926964e-08 
 9.55980000e-06  4.99939007e+00  4.99933407e+00  5.59926961e-08 
 9.56480000e-06  4.99939007e+00  4.99933407e+00  5.59926959e-08 
 9.56980000e-06  4.99939007e+00  4.99933407e+00  5.59926956e-08 
 9.57480000e-06  4.99939007e+00  4.99933407e+00  5.59926954e-08 
 9.57980000e-06  4.99939007e+00  4.99933407e+00  5.59926951e-08 
 9.58480000e-06  4.99939007e+00  4.99933407e+00  5.59926949e-08 
 9.58980000e-06  4.99939007e+00  4.99933407e+00  5.59926946e-08 
 9.59480000e-06  4.99939007e+00  4.99933407e+00  5.59926944e-08 
 9.59980000e-06  4.99939007e+00  4.99933407e+00  5.59926942e-08 
 9.60480000e-06  4.99939007e+00  4.99933407e+00  5.59926939e-08 
 9.60980000e-06  4.99939007e+00  4.99933407e+00  5.59926937e-08 
 9.61480000e-06  4.99939007e+00  4.99933407e+00  5.59926935e-08 
 9.61980000e-06  4.99939007e+00  4.99933407e+00  5.59926932e-08 
 9.62480000e-06  4.99939007e+00  4.99933407e+00  5.59926930e-08 
 9.62980000e-06  4.99939007e+00  4.99933408e+00  5.59926928e-08 
 9.63480000e-06  4.99939007e+00  4.99933408e+00  5.59926926e-08 
 9.63980000e-06  4.99939007e+00  4.99933408e+00  5.59926924e-08 
 9.64480000e-06  4.99939007e+00  4.99933408e+00  5.59926922e-08 
 9.64980000e-06  4.99939007e+00  4.99933408e+00  5.59926919e-08 
 9.65480000e-06  4.99939007e+00  4.99933408e+00  5.59926917e-08 
 9.65980000e-06  4.99939007e+00  4.99933408e+00  5.59926915e-08 
 9.66480000e-06  4.99939007e+00  4.99933408e+00  5.59926913e-08 
 9.66980000e-06  4.99939007e+00  4.99933408e+00  5.59926911e-08 
 9.67480000e-06  4.99939007e+00  4.99933408e+00  5.59926909e-08 
 9.67980000e-06  4.99939007e+00  4.99933408e+00  5.59926907e-08 
 9.68480000e-06  4.99939007e+00  4.99933408e+00  5.59926905e-08 
 9.68980000e-06  4.99939007e+00  4.99933408e+00  5.59926903e-08 
 9.69480000e-06  4.99939007e+00  4.99933408e+00  5.59926902e-08 
 9.69980000e-06  4.99939007e+00  4.99933408e+00  5.59926900e-08 
 9.70480000e-06  4.99939007e+00  4.99933408e+00  5.59926898e-08 
 9.70980000e-06  4.99939007e+00  4.99933408e+00  5.59926896e-08 
 9.71480000e-06  4.99939007e+00  4.99933408e+00  5.59926894e-08 
 9.71980000e-06  4.99939007e+00  4.99933408e+00  5.59926892e-08 
 9.72480000e-06  4.99939007e+00  4.99933408e+00  5.59926891e-08 
 9.72980000e-06  4.99939007e+00  4.99933408e+00  5.59926889e-08 
 9.73480000e-06  4.99939007e+00  4.99933408e+00  5.59926887e-08 
 9.73980000e-06  4.99939007e+00  4.99933408e+00  5.59926885e-08 
 9.74480000e-06  4.99939007e+00  4.99933408e+00  5.59926884e-08 
 9.74980000e-06  4.99939007e+00  4.99933408e+00  5.59926882e-08 
 9.75480000e-06  4.99939007e+00  4.99933408e+00  5.59926880e-08 
 9.75980000e-06  4.99939007e+00  4.99933408e+00  5.59926879e-08 
 9.76480000e-06  4.99939007e+00  4.99933408e+00  5.59926877e-08 
 9.76980000e-06  4.99939007e+00  4.99933408e+00  5.59926876e-08 
 9.77480000e-06  4.99939007e+00  4.99933408e+00  5.59926874e-08 
 9.77980000e-06  4.99939007e+00  4.99933408e+00  5.59926872e-08 
 9.78480000e-06  4.99939007e+00  4.99933408e+00  5.59926871e-08 
 9.78980000e-06  4.99939007e+00  4.99933408e+00  5.59926869e-08 
 9.79480000e-06  4.99939007e+00  4.99933408e+00  5.59926868e-08 
 9.79980000e-06  4.99939007e+00  4.99933408e+00  5.59926866e-08 
 9.80480000e-06  4.99939007e+00  4.99933408e+00  5.59926865e-08 
 9.80980000e-06  4.99939007e+00  4.99933408e+00  5.59926863e-08 
 9.81480000e-06  4.99939007e+00  4.99933408e+00  5.59926862e-08 
 9.81980000e-06  4.99939007e+00  4.99933408e+00  5.59926861e-08 
 9.82480000e-06  4.99939007e+00  4.99933408e+00  5.59926859e-08 
 9.82980000e-06  4.99939007e+00  4.99933408e+00  5.59926858e-08 
 9.83480000e-06  4.99939007e+00  4.99933408e+00  5.59926856e-08 
 9.83980000e-06  4.99939007e+00  4.99933408e+00  5.59926855e-08 
 9.84480000e-06  4.99939007e+00  4.99933408e+00  5.59926854e-08 
 9.84980000e-06  4.99939007e+00  4.99933408e+00  5.59926852e-08 
 9.85480000e-06  4.99939007e+00  4.99933408e+00  5.59926851e-08 
 9.85980000e-06  4.99939007e+00  4.99933408e+00  5.59926850e-08 
 9.86480000e-06  4.99939007e+00  4.99933408e+00  5.59926848e-08 
 9.86980000e-06  4.99939007e+00  4.99933408e+00  5.59926847e-08 
 9.87480000e-06  4.99939007e+00  4.99933408e+00  5.59926846e-08 
 9.87980000e-06  4.99939007e+00  4.99933408e+00  5.59926845e-08 
 9.88480000e-06  4.99939007e+00  4.99933408e+00  5.59926843e-08 
 9.88980000e-06  4.99939007e+00  4.99933408e+00  5.59926842e-08 
 9.89480000e-06  4.99939007e+00  4.99933408e+00  5.59926841e-08 
 9.89980000e-06  4.99939007e+00  4.99933408e+00  5.59926840e-08 
 9.90480000e-06  4.99939007e+00  4.99933408e+00  5.59926839e-08 
 9.90980000e-06  4.99939007e+00  4.99933408e+00  5.59926837e-08 
 9.91480000e-06  4.99939007e+00  4.99933408e+00  5.59926836e-08 
 9.91980000e-06  4.99939007e+00  4.99933408e+00  5.59926835e-08 
 9.92480000e-06  4.99939007e+00  4.99933408e+00  5.59926834e-08 
 9.92980000e-06  4.99939007e+00  4.99933408e+00  5.59926833e-08 
 9.93480000e-06  4.99939007e+00  4.99933408e+00  5.59926832e-08 
 9.93980000e-06  4.99939007e+00  4.99933408e+00  5.59926831e-08 
 9.94480000e-06  4.99939007e+00  4.99933408e+00  5.59926830e-08 
 9.94980000e-06  4.99939007e+00  4.99933408e+00  5.59926829e-08 
