 frequency       z_mag          
 4.26579519e+03  1.20120000e+02 
 4.31519077e+03  1.20120000e+02 
 4.36515832e+03  1.20120000e+02 
 4.41570447e+03  1.20120000e+02 
 4.46683592e+03  1.20120000e+02 
 4.51855944e+03  1.20120000e+02 
 4.57088190e+03  1.20120000e+02 
 4.62381021e+03  1.20120000e+02 
 4.67735141e+03  1.20120000e+02 
 4.73151259e+03  1.20120000e+02 
 4.78630092e+03  1.20120000e+02 
 4.84172368e+03  1.20120000e+02 
 4.89778819e+03  1.20120000e+02 
 4.95450191e+03  1.20120000e+02 
 5.01187234e+03  1.20120000e+02 
 5.06990708e+03  1.20120000e+02 
 5.12861384e+03  1.20120000e+02 
 5.18800039e+03  1.20120000e+02 
 5.24807460e+03  1.20120000e+02 
 5.30884444e+03  1.20120000e+02 
 5.37031796e+03  1.20120000e+02 
 5.43250331e+03  1.20120000e+02 
 5.49540874e+03  1.20120000e+02 
 5.55904257e+03  1.20120000e+02 
 5.62341325e+03  1.20120000e+02 
 5.68852931e+03  1.20120000e+02 
 5.75439937e+03  1.20120000e+02 
 5.82103218e+03  1.20120000e+02 
 5.88843655e+03  1.20120000e+02 
 5.95662144e+03  1.20120000e+02 
 6.02559586e+03  1.20120000e+02 
 6.09536897e+03  1.20120000e+02 
 6.16595002e+03  1.20120000e+02 
 6.23734835e+03  1.20120000e+02 
 6.30957344e+03  1.20120000e+02 
 6.38263486e+03  1.20120000e+02 
 6.45654229e+03  1.20120000e+02 
 6.53130553e+03  1.20120000e+02 
 6.60693448e+03  1.20120000e+02 
 6.68343918e+03  1.20120000e+02 
 6.76082975e+03  1.20120000e+02 
 6.83911647e+03  1.20120000e+02 
 6.91830971e+03  1.20120000e+02 
 6.99841996e+03  1.20120000e+02 
 7.07945784e+03  1.20120000e+02 
 7.16143410e+03  1.20120000e+02 
 7.24435960e+03  1.20120000e+02 
 7.32824533e+03  1.20120000e+02 
 7.41310241e+03  1.20120000e+02 
