 frequency       z_mag          
 3.01995172e+06  1.20120000e+02 
 3.05492111e+06  1.20120000e+02 
 3.09029543e+06  1.20120000e+02 
 3.12607937e+06  1.20120000e+02 
 3.16227766e+06  1.20120000e+02 
 3.19889511e+06  1.20120000e+02 
 3.23593657e+06  1.20120000e+02 
 3.27340695e+06  1.20120000e+02 
 3.31131121e+06  1.20120000e+02 
 3.34965439e+06  1.20120000e+02 
 3.38844156e+06  1.20120000e+02 
 3.42767787e+06  1.20120000e+02 
 3.46736850e+06  1.20120000e+02 
 3.50751874e+06  1.20120000e+02 
 3.54813389e+06  1.20120000e+02 
 3.58921935e+06  1.20120000e+02 
 3.63078055e+06  1.20120000e+02 
 3.67282300e+06  1.20120000e+02 
 3.71535229e+06  1.20120000e+02 
 3.75837404e+06  1.20120000e+02 
 3.80189396e+06  1.20120000e+02 
 3.84591782e+06  1.20120000e+02 
 3.89045145e+06  1.20120000e+02 
 3.93550075e+06  1.20120000e+02 
 3.98107171e+06  1.20120000e+02 
 4.02717034e+06  1.20120000e+02 
 4.07380278e+06  1.20120000e+02 
 4.12097519e+06  1.20120000e+02 
 4.16869383e+06  1.20120000e+02 
 4.21696503e+06  1.20120000e+02 
 4.26579519e+06  1.20120000e+02 
 4.31519077e+06  1.20120000e+02 
 4.36515832e+06  1.20120000e+02 
 4.41570447e+06  1.20120000e+02 
 4.46683592e+06  1.20120000e+02 
 4.51855944e+06  1.20120000e+02 
 4.57088190e+06  1.20120000e+02 
 4.62381021e+06  1.20120000e+02 
 4.67735141e+06  1.20120000e+02 
 4.73151259e+06  1.20120000e+02 
 4.78630092e+06  1.20120000e+02 
 4.84172368e+06  1.20120000e+02 
 4.89778819e+06  1.20120000e+02 
 4.95450191e+06  1.20120000e+02 
 5.01187234e+06  1.20120000e+02 
 5.06990708e+06  1.20120000e+02 
 5.12861384e+06  1.20120000e+02 
 5.18800039e+06  1.20120000e+02 
 5.24807460e+06  1.20120000e+02 
 5.30884444e+06  1.20120000e+02 
 5.37031796e+06  1.20120000e+02 
 5.43250331e+06  1.20120000e+02 
 5.49540874e+06  1.20120000e+02 
 5.55904257e+06  1.20120000e+02 
 5.62341325e+06  1.20120000e+02 
 5.68852931e+06  1.20120000e+02 
 5.75439937e+06  1.20120000e+02 
 5.82103218e+06  1.20120000e+02 
 5.88843655e+06  1.20120000e+02 
 5.95662144e+06  1.20120000e+02 
 6.02559586e+06  1.20120000e+02 
 6.09536897e+06  1.20120000e+02 
 6.16595002e+06  1.20120000e+02 
 6.23734835e+06  1.20120000e+02 
 6.30957344e+06  1.20120000e+02 
 6.38263486e+06  1.20120000e+02 
 6.45654229e+06  1.20120000e+02 
 6.53130553e+06  1.20120000e+02 
 6.60693448e+06  1.20120000e+02 
 6.68343918e+06  1.20120000e+02 
 6.76082975e+06  1.20120000e+02 
 6.83911647e+06  1.20120000e+02 
 6.91830971e+06  1.20120000e+02 
 6.99841996e+06  1.20120000e+02 
 7.07945784e+06  1.20120000e+02 
 7.16143410e+06  1.20120000e+02 
 7.24435960e+06  1.20120000e+02 
 7.32824533e+06  1.20120000e+02 
 7.41310241e+06  1.20120000e+02 
 7.49894209e+06  1.20120000e+02 
 7.58577575e+06  1.20120000e+02 
 7.67361489e+06  1.20120000e+02 
 7.76247117e+06  1.20120000e+02 
 7.85235635e+06  1.20120000e+02 
 7.94328235e+06  1.20120000e+02 
 8.03526122e+06  1.20120000e+02 
 8.12830516e+06  1.20120000e+02 
 8.22242650e+06  1.20120000e+02 
 8.31763771e+06  1.20120000e+02 
 8.41395142e+06  1.20120000e+02 
 8.51138038e+06  1.20120000e+02 
 8.60993752e+06  1.20120000e+02 
 8.70963590e+06  1.20120000e+02 
 8.81048873e+06  1.20120000e+02 
 8.91250938e+06  1.20120000e+02 
 9.01571138e+06  1.20120000e+02 
 9.12010839e+06  1.20120000e+02 
 9.22571427e+06  1.20120000e+02 
 9.33254301e+06  1.20120000e+02 
 9.44060876e+06  1.20120000e+02 
 9.54992586e+06  1.20120000e+02 
 9.66050879e+06  1.20120000e+02 
 9.77237221e+06  1.20120000e+02 
 9.88553095e+06  1.20120000e+02 
 1.00000000e+07  1.20120000e+02 
 1.01157945e+07  1.20120000e+02 
 1.02329299e+07  1.20120000e+02 
 1.03514217e+07  1.20120000e+02 
 1.04712855e+07  1.20120000e+02 
 1.05925373e+07  1.20120000e+02 
 1.07151931e+07  1.20120000e+02 
 1.08392691e+07  1.20120000e+02 
 1.09647820e+07  1.20120000e+02 
 1.10917482e+07  1.20120000e+02 
 1.12201845e+07  1.20120000e+02 
 1.13501082e+07  1.20120000e+02 
 1.14815362e+07  1.20120000e+02 
 1.16144861e+07  1.20120000e+02 
 1.17489755e+07  1.20120000e+02 
 1.18850223e+07  1.20120000e+02 
 1.20226443e+07  1.20120000e+02 
 1.21618600e+07  1.20120000e+02 
 1.23026877e+07  1.20120000e+02 
 1.24451461e+07  1.20120000e+02 
 1.25892541e+07  1.20120000e+02 
 1.27350308e+07  1.20120000e+02 
 1.28824955e+07  1.20120000e+02 
 1.30316678e+07  1.20120000e+02 
 1.31825674e+07  1.20120000e+02 
 1.33352143e+07  1.20120000e+02 
 1.34896288e+07  1.20120000e+02 
 1.36458314e+07  1.20120000e+02 
 1.38038426e+07  1.20120000e+02 
 1.39636836e+07  1.20120000e+02 
 1.41253754e+07  1.20120000e+02 
 1.42889396e+07  1.20120000e+02 
 1.44543977e+07  1.20120000e+02 
 1.46217717e+07  1.20120000e+02 
 1.47910839e+07  1.20120000e+02 
 1.49623566e+07  1.20120000e+02 
 1.51356125e+07  1.20120000e+02 
 1.53108746e+07  1.20120000e+02 
 1.54881662e+07  1.20120000e+02 
 1.56675107e+07  1.20120000e+02 
 1.58489319e+07  1.20120000e+02 
 1.60324539e+07  1.20120000e+02 
 1.62181010e+07  1.20120000e+02 
 1.64058977e+07  1.20120000e+02 
 1.65958691e+07  1.20120000e+02 
 1.67880402e+07  1.20120000e+02 
 1.69824365e+07  1.20120000e+02 
 1.71790839e+07  1.20120000e+02 
 1.73780083e+07  1.20120000e+02 
 1.75792361e+07  1.20120000e+02 
 1.77827941e+07  1.20120000e+02 
 1.79887092e+07  1.20120000e+02 
 1.81970086e+07  1.20120000e+02 
 1.84077200e+07  1.20120000e+02 
 1.86208714e+07  1.20120000e+02 
 1.88364909e+07  1.20120000e+02 
 1.90546072e+07  1.20120000e+02 
 1.92752491e+07  1.20120000e+02 
 1.94984460e+07  1.20120000e+02 
 1.97242274e+07  1.20120000e+02 
 1.99526231e+07  1.20120000e+02 
 2.01836636e+07  1.20120000e+02 
 2.04173794e+07  1.20120000e+02 
 2.06538016e+07  1.20120000e+02 
 2.08929613e+07  1.20120000e+02 
 2.11348904e+07  1.20120000e+02 
 2.13796209e+07  1.20120000e+02 
 2.16271852e+07  1.20120000e+02 
 2.18776162e+07  1.20120000e+02 
 2.21309471e+07  1.20120000e+02 
 2.23872114e+07  1.20120000e+02 
 2.26464431e+07  1.20120000e+02 
 2.29086765e+07  1.20120000e+02 
 2.31739465e+07  1.20120000e+02 
 2.34422882e+07  1.20120000e+02 
 2.37137371e+07  1.20120000e+02 
 2.39883292e+07  1.20120000e+02 
 2.42661010e+07  1.20120000e+02 
 2.45470892e+07  1.20120000e+02 
 2.48313311e+07  1.20120000e+02 
 2.51188643e+07  1.20120000e+02 
 2.54097271e+07  1.20120000e+02 
 2.57039578e+07  1.20120000e+02 
 2.60015956e+07  1.20120000e+02 
 2.63026799e+07  1.20120000e+02 
 2.66072506e+07  1.20120000e+02 
 2.69153480e+07  1.20120000e+02 
 2.72270131e+07  1.20120000e+02 
 2.75422870e+07  1.20120000e+02 
 2.78612117e+07  1.20120000e+02 
 2.81838293e+07  1.20120000e+02 
 2.85101827e+07  1.20120000e+02 
 2.88403150e+07  1.20120000e+02 
 2.91742701e+07  1.20120000e+02 
 2.95120923e+07  1.20120000e+02 
 2.98538262e+07  1.20120000e+02 
 3.01995172e+07  1.20120000e+02 
 3.05492111e+07  1.20120000e+02 
 3.09029543e+07  1.20120000e+02 
 3.12607937e+07  1.20120000e+02 
 3.16227766e+07  1.20120000e+02 
 3.19889511e+07  1.20120000e+02 
 3.23593657e+07  1.20120000e+02 
 3.27340695e+07  1.20120000e+02 
 3.31131121e+07  1.20120000e+02 
 3.34965439e+07  1.20120000e+02 
 3.38844156e+07  1.20120000e+02 
 3.42767787e+07  1.20120000e+02 
 3.46736850e+07  1.20120000e+02 
 3.50751874e+07  1.20120000e+02 
 3.54813389e+07  1.20120000e+02 
 3.58921935e+07  1.20120000e+02 
 3.63078055e+07  1.20120000e+02 
 3.67282300e+07  1.20120000e+02 
 3.71535229e+07  1.20120000e+02 
 3.75837404e+07  1.20120000e+02 
 3.80189396e+07  1.20120000e+02 
 3.84591782e+07  1.20120000e+02 
 3.89045145e+07  1.20120000e+02 
 3.93550075e+07  1.20120000e+02 
 3.98107171e+07  1.20120000e+02 
 4.02717034e+07  1.20120000e+02 
 4.07380278e+07  1.20120000e+02 
 4.12097519e+07  1.20120000e+02 
 4.16869383e+07  1.20120000e+02 
 4.21696503e+07  1.20120000e+02 
 4.26579519e+07  1.20120000e+02 
 4.31519077e+07  1.20120000e+02 
 4.36515832e+07  1.20120000e+02 
 4.41570447e+07  1.20120000e+02 
 4.46683592e+07  1.20120000e+02 
 4.51855944e+07  1.20120000e+02 
 4.57088190e+07  1.20120000e+02 
 4.62381021e+07  1.20120000e+02 
 4.67735141e+07  1.20120000e+02 
 4.73151259e+07  1.20120000e+02 
 4.78630092e+07  1.20120000e+02 
 4.84172368e+07  1.20120000e+02 
 4.89778819e+07  1.20120000e+02 
 4.95450191e+07  1.20120000e+02 
 5.01187234e+07  1.20120000e+02 
 5.06990708e+07  1.20120000e+02 
 5.12861384e+07  1.20120000e+02 
 5.18800039e+07  1.20120000e+02 
 5.24807460e+07  1.20120000e+02 
 5.30884444e+07  1.20120000e+02 
 5.37031796e+07  1.20120000e+02 
 5.43250331e+07  1.20120000e+02 
 5.49540874e+07  1.20120000e+02 
 5.55904257e+07  1.20120000e+02 
 5.62341325e+07  1.20120000e+02 
 5.68852931e+07  1.20120000e+02 
 5.75439937e+07  1.20120000e+02 
 5.82103218e+07  1.20120000e+02 
 5.88843655e+07  1.20120000e+02 
 5.95662144e+07  1.20120000e+02 
 6.02559586e+07  1.20120000e+02 
 6.09536897e+07  1.20120000e+02 
 6.16595002e+07  1.20120000e+02 
 6.23734835e+07  1.20120000e+02 
 6.30957344e+07  1.20120000e+02 
 6.38263486e+07  1.20120000e+02 
 6.45654229e+07  1.20120000e+02 
 6.53130553e+07  1.20120000e+02 
 6.60693448e+07  1.20120000e+02 
 6.68343918e+07  1.20120000e+02 
 6.76082975e+07  1.20120000e+02 
 6.83911647e+07  1.20120000e+02 
 6.91830971e+07  1.20120000e+02 
 6.99841996e+07  1.20120000e+02 
 7.07945784e+07  1.20120000e+02 
 7.16143410e+07  1.20120000e+02 
 7.24435960e+07  1.20120000e+02 
 7.32824533e+07  1.20120000e+02 
 7.41310241e+07  1.20120000e+02 
 7.49894209e+07  1.20120000e+02 
 7.58577575e+07  1.20120000e+02 
 7.67361489e+07  1.20120000e+02 
 7.76247117e+07  1.20120000e+02 
 7.85235635e+07  1.20120000e+02 
 7.94328235e+07  1.20120000e+02 
 8.03526122e+07  1.20120000e+02 
 8.12830516e+07  1.20120000e+02 
 8.22242650e+07  1.20120000e+02 
 8.31763771e+07  1.20120000e+02 
 8.41395142e+07  1.20120000e+02 
 8.51138038e+07  1.20120000e+02 
 8.60993752e+07  1.20120000e+02 
 8.70963590e+07  1.20120000e+02 
 8.81048873e+07  1.20120000e+02 
 8.91250938e+07  1.20120000e+02 
 9.01571138e+07  1.20120000e+02 
 9.12010839e+07  1.20120000e+02 
 9.22571427e+07  1.20120000e+02 
 9.33254301e+07  1.20120000e+02 
 9.44060876e+07  1.20120000e+02 
 9.54992586e+07  1.20120000e+02 
 9.66050879e+07  1.20120000e+02 
 9.77237221e+07  1.20120000e+02 
 9.88553095e+07  1.20120000e+02 
 1.00000000e+08  1.20120000e+02 
