 time            v(conn_pin)     v(gate)         v(gate_drive)  
 3.47264865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.47314865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.47364865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.47414865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.47464865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.47514865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.47564865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.47614865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.47664865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.47714865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.47764865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.47814865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.47864865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.47914865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.47964865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.48014865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.48064865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.48114865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.48164865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.48214865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.48264865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.48314865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.48364865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.48414865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.48464865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.48514865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.48564865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.48614865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.48664865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.48714865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.48764865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.48814865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.48864865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.48914865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.48964865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.49014865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.49064865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.49114865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.49164865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.49214865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.49264865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.49314865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.49364865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.49414865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.49464865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.49514865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.49564865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.49614865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.49664865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.49714865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.49764865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.49814865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.49864865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.49914865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.49964865e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.50000000e-05  3.72221007e-05  3.30000000e+00  3.30000000e+00 
 3.50005000e-05 -2.77066239e-04  3.27554075e+00  3.13500000e+00 
 3.50015000e-05 -8.19604364e-04  3.17849761e+00  2.80500000e+00 
 3.50035000e-05 -1.61312736e-03  2.82095246e+00  2.14500000e+00 
 3.50075000e-05 -3.05300669e-03  1.76052678e+00  8.25000000e-01 
 3.50100000e-05 -1.12872245e-02  9.70700915e-01  0.00000000e+00 
 3.50103571e-05 -1.94532419e-02  8.63165870e-01  0.00000000e+00 
 3.50110712e-05 -6.34240392e-02  6.71627396e-01  0.00000000e+00 
 3.50118554e-05 -1.11923272e-01  5.04391752e-01  0.00000000e+00 
 3.50126897e-05 -1.53512003e-01  3.69648858e-01  0.00000000e+00 
 3.50143583e-05 -2.07047187e-01  1.92116546e-01  0.00000000e+00 
 3.50162950e-05 -2.36888680e-01  8.27788441e-02  0.00000000e+00 
 3.50180702e-05 -2.46474938e-01  3.55318330e-02  0.00000000e+00 
 3.50195946e-05 -2.47321353e-01  1.69328887e-02  0.00000000e+00 
 3.50209913e-05 -2.45044127e-01  8.94450048e-03  0.00000000e+00 
 3.50224076e-05 -2.41296161e-01  5.09197851e-03  0.00000000e+00 
 3.50239058e-05 -2.36587178e-01  3.19749889e-03  0.00000000e+00 
 3.50254685e-05 -2.31294005e-01  2.32644653e-03  0.00000000e+00 
 3.50275170e-05 -2.24109253e-01  1.87418720e-03  0.00000000e+00 
 3.50301853e-05 -2.14585791e-01  1.71340216e-03  0.00000000e+00 
 3.50341393e-05 -2.00355065e-01  1.70909376e-03  0.00000000e+00 
 3.50391393e-05 -1.82277395e-01  1.76237870e-03  0.00000000e+00 
 3.50441393e-05 -1.64140888e-01  1.79962609e-03  0.00000000e+00 
 3.50491393e-05 -1.45951859e-01  1.81711509e-03  0.00000000e+00 
 3.50541393e-05 -1.27711526e-01  1.82489998e-03  0.00000000e+00 
 3.50591393e-05 -1.09422029e-01  1.82958858e-03  0.00000000e+00 
 3.50641393e-05 -9.10867359e-02  1.83364833e-03  0.00000000e+00 
 3.50691393e-05 -7.27095149e-02  1.83757813e-03  0.00000000e+00 
 3.50741393e-05 -5.42942539e-02  1.84131651e-03  0.00000000e+00 
 3.50791393e-05 -3.58446863e-02  1.84476082e-03  0.00000000e+00 
 3.50841393e-05 -1.73643644e-02  1.84786732e-03  0.00000000e+00 
 3.50891393e-05  1.14332632e-03  1.85063325e-03  0.00000000e+00 
 3.50941393e-05  1.96751492e-02  1.85307123e-03  0.00000000e+00 
 3.50991393e-05  3.82280044e-02  1.85519647e-03  0.00000000e+00 
 3.51041393e-05  5.67989205e-02  1.85702310e-03  0.00000000e+00 
 3.51091393e-05  7.53850474e-02  1.85856383e-03  0.00000000e+00 
 3.51141393e-05  9.39836507e-02  1.85983038e-03  0.00000000e+00 
 3.51191393e-05  1.12592105e-01  1.86083375e-03  0.00000000e+00 
 3.51241393e-05  1.31207891e-01  1.86158440e-03  0.00000000e+00 
 3.51291393e-05  1.49828587e-01  1.86209227e-03  0.00000000e+00 
 3.51341393e-05  1.68451866e-01  1.86236685e-03  0.00000000e+00 
 3.51391393e-05  1.87075492e-01  1.86241719e-03  0.00000000e+00 
 3.51441393e-05  2.05697315e-01  1.86225190e-03  0.00000000e+00 
 3.51491393e-05  2.24315266e-01  1.86187921e-03  0.00000000e+00 
 3.51541393e-05  2.42927355e-01  1.86130699e-03  0.00000000e+00 
 3.51591393e-05  2.61531667e-01  1.86054275e-03  0.00000000e+00 
 3.51641393e-05  2.80126359e-01  1.85959365e-03  0.00000000e+00 
 3.51691393e-05  2.98709655e-01  1.85846658e-03  0.00000000e+00 
 3.51741393e-05  3.17279846e-01  1.85716811e-03  0.00000000e+00 
 3.51791393e-05  3.35835285e-01  1.85570454e-03  0.00000000e+00 
 3.51841393e-05  3.54374386e-01  1.85408191e-03  0.00000000e+00 
 3.51891393e-05  3.72895620e-01  1.85230600e-03  0.00000000e+00 
 3.51941393e-05  3.91397514e-01  1.85038237e-03  0.00000000e+00 
 3.51991393e-05  4.09878647e-01  1.84831636e-03  0.00000000e+00 
 3.52041393e-05  4.28337651e-01  1.84611307e-03  0.00000000e+00 
 3.52091393e-05  4.46773204e-01  1.84377743e-03  0.00000000e+00 
 3.52141393e-05  4.65184036e-01  1.84131417e-03  0.00000000e+00 
 3.52191393e-05  4.83568916e-01  1.83872783e-03  0.00000000e+00 
 3.52241393e-05  5.01926663e-01  1.83602279e-03  0.00000000e+00 
 3.52291393e-05  5.20256134e-01  1.83320326e-03  0.00000000e+00 
 3.52341393e-05  5.38556226e-01  1.83027329e-03  0.00000000e+00 
 3.52391393e-05  5.56825879e-01  1.82723679e-03  0.00000000e+00 
 3.52441393e-05  5.75064066e-01  1.82409751e-03  0.00000000e+00 
 3.52491393e-05  5.93269798e-01  1.82085908e-03  0.00000000e+00 
 3.52541393e-05  6.11442122e-01  1.81752501e-03  0.00000000e+00 
 3.52591393e-05  6.29580118e-01  1.81409866e-03  0.00000000e+00 
 3.52641393e-05  6.47682896e-01  1.81058328e-03  0.00000000e+00 
 3.52691393e-05  6.65749602e-01  1.80698202e-03  0.00000000e+00 
 3.52741393e-05  6.83779408e-01  1.80329792e-03  0.00000000e+00 
 3.52791393e-05  7.01771517e-01  1.79953390e-03  0.00000000e+00 
 3.52841393e-05  7.19725161e-01  1.79569279e-03  0.00000000e+00 
 3.52891393e-05  7.37639597e-01  1.79177732e-03  0.00000000e+00 
 3.52941393e-05  7.55514111e-01  1.78779015e-03  0.00000000e+00 
 3.52991393e-05  7.73348013e-01  1.78373383e-03  0.00000000e+00 
 3.53041393e-05  7.91140638e-01  1.77961083e-03  0.00000000e+00 
 3.53091393e-05  8.08891345e-01  1.77542354e-03  0.00000000e+00 
 3.53141393e-05  8.26599515e-01  1.77117429e-03  0.00000000e+00 
 3.53191393e-05  8.44264554e-01  1.76686531e-03  0.00000000e+00 
 3.53241393e-05  8.61885887e-01  1.76249877e-03  0.00000000e+00 
 3.53291393e-05  8.79462961e-01  1.75807677e-03  0.00000000e+00 
 3.53341393e-05  8.96995243e-01  1.75360136e-03  0.00000000e+00 
 3.53391393e-05  9.14482220e-01  1.74907449e-03  0.00000000e+00 
 3.53441393e-05  9.31923399e-01  1.74449809e-03  0.00000000e+00 
 3.53491393e-05  9.49318303e-01  1.73987401e-03  0.00000000e+00 
 3.53541393e-05  9.66666475e-01  1.73520404e-03  0.00000000e+00 
 3.53591393e-05  9.83967476e-01  1.73048992e-03  0.00000000e+00 
 3.53641393e-05  1.00122088e+00  1.72573334e-03  0.00000000e+00 
 3.53691393e-05  1.01842628e+00  1.72093595e-03  0.00000000e+00 
 3.53741393e-05  1.03558329e+00  1.71609933e-03  0.00000000e+00 
 3.53791393e-05  1.05269153e+00  1.71122502e-03  0.00000000e+00 
 3.53841393e-05  1.06975064e+00  1.70631453e-03  0.00000000e+00 
 3.53891393e-05  1.08676028e+00  1.70136930e-03  0.00000000e+00 
 3.53941393e-05  1.10372010e+00  1.69639074e-03  0.00000000e+00 
 3.53991393e-05  1.12062980e+00  1.69138024e-03  0.00000000e+00 
 3.54041393e-05  1.13748906e+00  1.68633911e-03  0.00000000e+00 
 3.54091393e-05  1.15429760e+00  1.68126864e-03  0.00000000e+00 
 3.54141393e-05  1.17105514e+00  1.67617011e-03  0.00000000e+00 
 3.54191393e-05  1.18776140e+00  1.67104472e-03  0.00000000e+00 
 3.54241393e-05  1.20441614e+00  1.66589366e-03  0.00000000e+00 
 3.54291393e-05  1.22101910e+00  1.66071808e-03  0.00000000e+00 
 3.54341393e-05  1.23757006e+00  1.65551910e-03  0.00000000e+00 
 3.54391393e-05  1.25406879e+00  1.65029782e-03  0.00000000e+00 
 3.54441393e-05  1.27051508e+00  1.64505528e-03  0.00000000e+00 
 3.54491393e-05  1.28690873e+00  1.63979252e-03  0.00000000e+00 
 3.54541393e-05  1.30324954e+00  1.63451055e-03  0.00000000e+00 
 3.54591393e-05  1.31953734e+00  1.62921032e-03  0.00000000e+00 
 3.54641393e-05  1.33577196e+00  1.62389279e-03  0.00000000e+00 
 3.54691393e-05  1.35195323e+00  1.61855888e-03  0.00000000e+00 
 3.54741393e-05  1.36808099e+00  1.61320949e-03  0.00000000e+00 
 3.54791393e-05  1.38415510e+00  1.60784548e-03  0.00000000e+00 
 3.54841393e-05  1.40017542e+00  1.60246771e-03  0.00000000e+00 
 3.54891393e-05  1.41614183e+00  1.59707700e-03  0.00000000e+00 
 3.54941393e-05  1.43205421e+00  1.59167415e-03  0.00000000e+00 
 3.54991393e-05  1.44791243e+00  1.58625994e-03  0.00000000e+00 
 3.55041393e-05  1.46371640e+00  1.58083514e-03  0.00000000e+00 
 3.55091393e-05  1.47946602e+00  1.57540048e-03  0.00000000e+00 
 3.55141393e-05  1.49516119e+00  1.56995669e-03  0.00000000e+00 
 3.55191393e-05  1.51080184e+00  1.56450446e-03  0.00000000e+00 
 3.55241393e-05  1.52638788e+00  1.55904449e-03  0.00000000e+00 
 3.55291393e-05  1.54191925e+00  1.55357743e-03  0.00000000e+00 
 3.55341393e-05  1.55739588e+00  1.54810393e-03  0.00000000e+00 
 3.55391393e-05  1.57281772e+00  1.54262462e-03  0.00000000e+00 
 3.55441393e-05  1.58818470e+00  1.53714012e-03  0.00000000e+00 
 3.55491393e-05  1.60349680e+00  1.53165103e-03  0.00000000e+00 
 3.55541393e-05  1.61875396e+00  1.52615792e-03  0.00000000e+00 
 3.55591393e-05  1.63395615e+00  1.52066137e-03  0.00000000e+00 
 3.55641393e-05  1.64910335e+00  1.51516192e-03  0.00000000e+00 
 3.55691393e-05  1.66419553e+00  1.50966012e-03  0.00000000e+00 
 3.55741393e-05  1.67923267e+00  1.50415648e-03  0.00000000e+00 
 3.55791393e-05  1.69421476e+00  1.49865152e-03  0.00000000e+00 
 3.55841393e-05  1.70914180e+00  1.49314574e-03  0.00000000e+00 
 3.55891393e-05  1.72401378e+00  1.48763961e-03  0.00000000e+00 
 3.55941393e-05  1.73883070e+00  1.48213362e-03  0.00000000e+00 
 3.55991393e-05  1.75359256e+00  1.47662821e-03  0.00000000e+00 
 3.56041393e-05  1.76829938e+00  1.47112385e-03  0.00000000e+00 
 3.56091393e-05  1.78295118e+00  1.46562095e-03  0.00000000e+00 
 3.56141393e-05  1.79754797e+00  1.46011996e-03  0.00000000e+00 
 3.56191393e-05  1.81208978e+00  1.45462127e-03  0.00000000e+00 
 3.56241393e-05  1.82657663e+00  1.44912530e-03  0.00000000e+00 
 3.56291393e-05  1.84100855e+00  1.44363243e-03  0.00000000e+00 
 3.56341393e-05  1.85538559e+00  1.43814305e-03  0.00000000e+00 
 3.56391393e-05  1.86970777e+00  1.43265753e-03  0.00000000e+00 
 3.56441393e-05  1.88397514e+00  1.42717624e-03  0.00000000e+00 
 3.56491393e-05  1.89818776e+00  1.42169952e-03  0.00000000e+00 
 3.56541393e-05  1.91234565e+00  1.41622772e-03  0.00000000e+00 
 3.56591393e-05  1.92644889e+00  1.41076117e-03  0.00000000e+00 
 3.56641393e-05  1.94049753e+00  1.40530021e-03  0.00000000e+00 
 3.56691393e-05  1.95449162e+00  1.39984514e-03  0.00000000e+00 
 3.56741393e-05  1.96843122e+00  1.39439629e-03  0.00000000e+00 
 3.56791393e-05  1.98231641e+00  1.38895394e-03  0.00000000e+00 
 3.56841393e-05  1.99614725e+00  1.38351839e-03  0.00000000e+00 
 3.56891393e-05  2.00992381e+00  1.37808994e-03  0.00000000e+00 
 3.56941393e-05  2.02364617e+00  1.37266885e-03  0.00000000e+00 
 3.56991393e-05  2.03731440e+00  1.36725539e-03  0.00000000e+00 
 3.57041393e-05  2.05092858e+00  1.36184984e-03  0.00000000e+00 
 3.57091393e-05  2.06448880e+00  1.35645244e-03  0.00000000e+00 
 3.57141393e-05  2.07799513e+00  1.35106345e-03  0.00000000e+00 
 3.57191393e-05  2.09144766e+00  1.34568312e-03  0.00000000e+00 
 3.57241393e-05  2.10484649e+00  1.34031166e-03  0.00000000e+00 
 3.57291393e-05  2.11819171e+00  1.33494933e-03  0.00000000e+00 
 3.57341393e-05  2.13148340e+00  1.32959633e-03  0.00000000e+00 
 3.57391393e-05  2.14472166e+00  1.32425290e-03  0.00000000e+00 
 3.57441393e-05  2.15790660e+00  1.31891923e-03  0.00000000e+00 
 3.57491393e-05  2.17103831e+00  1.31359555e-03  0.00000000e+00 
 3.57541393e-05  2.18411689e+00  1.30828204e-03  0.00000000e+00 
 3.57591393e-05  2.19714246e+00  1.30297890e-03  0.00000000e+00 
 3.57641393e-05  2.21011510e+00  1.29768632e-03  0.00000000e+00 
 3.57691393e-05  2.22303493e+00  1.29240449e-03  0.00000000e+00 
 3.57741393e-05  2.23590207e+00  1.28713359e-03  0.00000000e+00 
 3.57791393e-05  2.24871661e+00  1.28187379e-03  0.00000000e+00 
 3.57841393e-05  2.26147868e+00  1.27662525e-03  0.00000000e+00 
 3.57891393e-05  2.27418839e+00  1.27138815e-03  0.00000000e+00 
 3.57941393e-05  2.28684586e+00  1.26616264e-03  0.00000000e+00 
 3.57991393e-05  2.29945119e+00  1.26094889e-03  0.00000000e+00 
 3.58041393e-05  2.31200452e+00  1.25574703e-03  0.00000000e+00 
 3.58091393e-05  2.32450596e+00  1.25055721e-03  0.00000000e+00 
 3.58141393e-05  2.33695563e+00  1.24537959e-03  0.00000000e+00 
 3.58191393e-05  2.34935366e+00  1.24021429e-03  0.00000000e+00 
 3.58241393e-05  2.36170017e+00  1.23506144e-03  0.00000000e+00 
 3.58291393e-05  2.37399529e+00  1.22992119e-03  0.00000000e+00 
 3.58341393e-05  2.38623915e+00  1.22479365e-03  0.00000000e+00 
 3.58391393e-05  2.39843187e+00  1.21967895e-03  0.00000000e+00 
 3.58441393e-05  2.41057358e+00  1.21457721e-03  0.00000000e+00 
 3.58491393e-05  2.42266441e+00  1.20948853e-03  0.00000000e+00 
 3.58541393e-05  2.43470451e+00  1.20441304e-03  0.00000000e+00 
 3.58591393e-05  2.44669399e+00  1.19935083e-03  0.00000000e+00 
 3.58641393e-05  2.45863299e+00  1.19430201e-03  0.00000000e+00 
 3.58691393e-05  2.47052165e+00  1.18926669e-03  0.00000000e+00 
 3.58741393e-05  2.48236011e+00  1.18424496e-03  0.00000000e+00 
 3.58791393e-05  2.49414849e+00  1.17923691e-03  0.00000000e+00 
 3.58841393e-05  2.50588695e+00  1.17424264e-03  0.00000000e+00 
 3.58891393e-05  2.51757561e+00  1.16926223e-03  0.00000000e+00 
 3.58941393e-05  2.52921462e+00  1.16429577e-03  0.00000000e+00 
 3.58991393e-05  2.54080411e+00  1.15934335e-03  0.00000000e+00 
 3.59041393e-05  2.55234424e+00  1.15440503e-03  0.00000000e+00 
 3.59091393e-05  2.56383513e+00  1.14948090e-03  0.00000000e+00 
 3.59141393e-05  2.57527694e+00  1.14457103e-03  0.00000000e+00 
 3.59191393e-05  2.58666980e+00  1.13967549e-03  0.00000000e+00 
 3.59241393e-05  2.59801387e+00  1.13479435e-03  0.00000000e+00 
 3.59291393e-05  2.60930928e+00  1.12992767e-03  0.00000000e+00 
 3.59341393e-05  2.62055618e+00  1.12507553e-03  0.00000000e+00 
 3.59391393e-05  2.63175471e+00  1.12023797e-03  0.00000000e+00 
 3.59441393e-05  2.64290503e+00  1.11541506e-03  0.00000000e+00 
 3.59491393e-05  2.65400728e+00  1.11060686e-03  0.00000000e+00 
 3.59541393e-05  2.66506161e+00  1.10581341e-03  0.00000000e+00 
 3.59591393e-05  2.67606816e+00  1.10103478e-03  0.00000000e+00 
 3.59641393e-05  2.68702708e+00  1.09627100e-03  0.00000000e+00 
 3.59691393e-05  2.69793853e+00  1.09152212e-03  0.00000000e+00 
 3.59741393e-05  2.70880266e+00  1.08678820e-03  0.00000000e+00 
 3.59791393e-05  2.71961960e+00  1.08206927e-03  0.00000000e+00 
 3.59841393e-05  2.73038952e+00  1.07736537e-03  0.00000000e+00 
 3.59891393e-05  2.74111256e+00  1.07267655e-03  0.00000000e+00 
 3.59941393e-05  2.75178888e+00  1.06800284e-03  0.00000000e+00 
 3.59991393e-05  2.76241862e+00  1.06334427e-03  0.00000000e+00 
 3.60041393e-05  2.77300195e+00  1.05870088e-03  0.00000000e+00 
 3.60091393e-05  2.78353900e+00  1.05407270e-03  0.00000000e+00 
 3.60141393e-05  2.79402993e+00  1.04945976e-03  0.00000000e+00 
 3.60191393e-05  2.80447491e+00  1.04486208e-03  0.00000000e+00 
 3.60241393e-05  2.81487407e+00  1.04027970e-03  0.00000000e+00 
 3.60291393e-05  2.82522757e+00  1.03571264e-03  0.00000000e+00 
 3.60341393e-05  2.83553556e+00  1.03116092e-03  0.00000000e+00 
 3.60391393e-05  2.84579821e+00  1.02662455e-03  0.00000000e+00 
 3.60441393e-05  2.85601566e+00  1.02210357e-03  0.00000000e+00 
 3.60491393e-05  2.86618806e+00  1.01759799e-03  0.00000000e+00 
 3.60541393e-05  2.87631558e+00  1.01310782e-03  0.00000000e+00 
 3.60591393e-05  2.88639836e+00  1.00863309e-03  0.00000000e+00 
 3.60641393e-05  2.89643656e+00  1.00417380e-03  0.00000000e+00 
 3.60691393e-05  2.90643033e+00  9.99729966e-04  0.00000000e+00 
 3.60741393e-05  2.91637983e+00  9.95301600e-04  0.00000000e+00 
 3.60791393e-05  2.92628522e+00  9.90888712e-04  0.00000000e+00 
 3.60841393e-05  2.93614665e+00  9.86491310e-04  0.00000000e+00 
 3.60891393e-05  2.94596426e+00  9.82109400e-04  0.00000000e+00 
 3.60941393e-05  2.95573823e+00  9.77742988e-04  0.00000000e+00 
 3.60991393e-05  2.96546870e+00  9.73392080e-04  0.00000000e+00 
 3.61041393e-05  2.97515583e+00  9.69056677e-04  0.00000000e+00 
 3.61091393e-05  2.98479977e+00  9.64736783e-04  0.00000000e+00 
 3.61141393e-05  2.99440068e+00  9.60432397e-04  0.00000000e+00 
 3.61191393e-05  3.00395872e+00  9.56143521e-04  0.00000000e+00 
 3.61241393e-05  3.01347403e+00  9.51870152e-04  0.00000000e+00 
 3.61291393e-05  3.02294677e+00  9.47612288e-04  0.00000000e+00 
 3.61341393e-05  3.03237711e+00  9.43369926e-04  0.00000000e+00 
 3.61391393e-05  3.04176519e+00  9.39143061e-04  0.00000000e+00 
 3.61441393e-05  3.05111117e+00  9.34931687e-04  0.00000000e+00 
 3.61491393e-05  3.06041520e+00  9.30735799e-04  0.00000000e+00 
 3.61541393e-05  3.06967744e+00  9.26555388e-04  0.00000000e+00 
 3.61591393e-05  3.07889804e+00  9.22390447e-04  0.00000000e+00 
 3.61641393e-05  3.08807716e+00  9.18240965e-04  0.00000000e+00 
 3.61691393e-05  3.09721495e+00  9.14106933e-04  0.00000000e+00 
 3.61741393e-05  3.10631157e+00  9.09988340e-04  0.00000000e+00 
 3.61791393e-05  3.11536717e+00  9.05885173e-04  0.00000000e+00 
 3.61841393e-05  3.12438191e+00  9.01797419e-04  0.00000000e+00 
 3.61891393e-05  3.13335593e+00  8.97725066e-04  0.00000000e+00 
 3.61941393e-05  3.14228940e+00  8.93668097e-04  0.00000000e+00 
 3.61991393e-05  3.15118246e+00  8.89626499e-04  0.00000000e+00 
 3.62041393e-05  3.16003527e+00  8.85600255e-04  0.00000000e+00 
 3.62091393e-05  3.16884798e+00  8.81589348e-04  0.00000000e+00 
 3.62141393e-05  3.17762076e+00  8.77593760e-04  0.00000000e+00 
 3.62191393e-05  3.18635374e+00  8.73613474e-04  0.00000000e+00 
 3.62241393e-05  3.19504708e+00  8.69648470e-04  0.00000000e+00 
 3.62291393e-05  3.20370094e+00  8.65698728e-04  0.00000000e+00 
 3.62341393e-05  3.21231546e+00  8.61764229e-04  0.00000000e+00 
 3.62391393e-05  3.22089081e+00  8.57844951e-04  0.00000000e+00 
 3.62441393e-05  3.22942712e+00  8.53940872e-04  0.00000000e+00 
 3.62491393e-05  3.23792456e+00  8.50051971e-04  0.00000000e+00 
 3.62541393e-05  3.24638327e+00  8.46178223e-04  0.00000000e+00 
 3.62591393e-05  3.25480341e+00  8.42319606e-04  0.00000000e+00 
 3.62641393e-05  3.26318513e+00  8.38476096e-04  0.00000000e+00 
 3.62691393e-05  3.27152857e+00  8.34647667e-04  0.00000000e+00 
 3.62741393e-05  3.27983390e+00  8.30834295e-04  0.00000000e+00 
 3.62791393e-05  3.28810125e+00  8.27035954e-04  0.00000000e+00 
 3.62841393e-05  3.29633078e+00  8.23252617e-04  0.00000000e+00 
 3.62891393e-05  3.30452263e+00  8.19484258e-04  0.00000000e+00 
 3.62941393e-05  3.31267697e+00  8.15730848e-04  0.00000000e+00 
 3.62991393e-05  3.32079393e+00  8.11992362e-04  0.00000000e+00 
 3.63041393e-05  3.32887367e+00  8.08268769e-04  0.00000000e+00 
 3.63091393e-05  3.33691633e+00  8.04560041e-04  0.00000000e+00 
 3.63141393e-05  3.34492207e+00  8.00866150e-04  0.00000000e+00 
 3.63191393e-05  3.35289103e+00  7.97187064e-04  0.00000000e+00 
 3.63241393e-05  3.36082335e+00  7.93522755e-04  0.00000000e+00 
 3.63291393e-05  3.36871920e+00  7.89873190e-04  0.00000000e+00 
 3.63341393e-05  3.37657870e+00  7.86238340e-04  0.00000000e+00 
 3.63391393e-05  3.38440202e+00  7.82618173e-04  0.00000000e+00 
 3.63441393e-05  3.39218929e+00  7.79012658e-04  0.00000000e+00 
 3.63491393e-05  3.39994066e+00  7.75421761e-04  0.00000000e+00 
 3.63541393e-05  3.40765628e+00  7.71845450e-04  0.00000000e+00 
 3.63591393e-05  3.41533630e+00  7.68283693e-04  0.00000000e+00 
 3.63641393e-05  3.42298086e+00  7.64736456e-04  0.00000000e+00 
 3.63691393e-05  3.43059010e+00  7.61203705e-04  0.00000000e+00 
 3.63741393e-05  3.43816417e+00  7.57685407e-04  0.00000000e+00 
 3.63791393e-05  3.44570321e+00  7.54181527e-04  0.00000000e+00 
 3.63841393e-05  3.45320737e+00  7.50692030e-04  0.00000000e+00 
 3.63891393e-05  3.46067678e+00  7.47216883e-04  0.00000000e+00 
 3.63941393e-05  3.46811160e+00  7.43756048e-04  0.00000000e+00 
 3.63991393e-05  3.47551197e+00  7.40309491e-04  0.00000000e+00 
 3.64041393e-05  3.48287803e+00  7.36877177e-04  0.00000000e+00 
 3.64091393e-05  3.49020991e+00  7.33459068e-04  0.00000000e+00 
 3.64141393e-05  3.49750777e+00  7.30055128e-04  0.00000000e+00 
 3.64191393e-05  3.50477174e+00  7.26665322e-04  0.00000000e+00 
 3.64241393e-05  3.51200196e+00  7.23289612e-04  0.00000000e+00 
 3.64291393e-05  3.51919858e+00  7.19927960e-04  0.00000000e+00 
 3.64341393e-05  3.52636173e+00  7.16580330e-04  0.00000000e+00 
 3.64391393e-05  3.53349156e+00  7.13246684e-04  0.00000000e+00 
 3.64441393e-05  3.54058821e+00  7.09926984e-04  0.00000000e+00 
 3.64491393e-05  3.54765180e+00  7.06621191e-04  0.00000000e+00 
 3.64541393e-05  3.55468249e+00  7.03329269e-04  0.00000000e+00 
 3.64591393e-05  3.56168041e+00  7.00051178e-04  0.00000000e+00 
 3.64641393e-05  3.56864569e+00  6.96786880e-04  0.00000000e+00 
 3.64691393e-05  3.57557848e+00  6.93536335e-04  0.00000000e+00 
 3.64741393e-05  3.58247892e+00  6.90299505e-04  0.00000000e+00 
 3.64791393e-05  3.58934713e+00  6.87076351e-04  0.00000000e+00 
 3.64841393e-05  3.59618326e+00  6.83866833e-04  0.00000000e+00 
