 time            v(conn_pin)     v(gate)         v(mcu_gpio)     v_am_esd#branch
 2.50742720e-05  5.25258430e+00  2.06971176e+00  2.45097685e+00  7.84397370e-04 
 2.51000000e-05  1.12603958e+00  2.85311144e+00  3.30000000e+00  2.37147608e-03 
 2.51032632e-05  1.05207762e+00  2.98343893e+00  3.30000000e+00  3.57921738e-04 
 2.51097896e-05  9.76817959e-01  3.16046005e+00  3.30000000e+00  6.81282761e-05 
 2.51220265e-05  9.30431176e-01  3.29653423e+00  3.30000000e+00 -1.84419094e-05 
 2.51371678e-05  9.21760245e-01  3.32491575e+00  3.30000000e+00 -1.95474648e-05 
 2.51630016e-05  9.24409455e-01  3.31413199e+00  3.30000000e+00 -8.72340942e-06 
 2.51990745e-05  9.28705569e-01  3.30218839e+00  3.30000000e+00 -2.11163422e-06 
 2.52712204e-05  9.29630567e-01  3.29888409e+00  3.30000000e+00  9.48056091e-07 
 2.53712204e-05  9.29471428e-01  3.29970143e+00  3.30000000e+00  1.62563040e-07 
 2.54712204e-05  9.29384403e-01  3.29999680e+00  3.30000000e+00  7.40854489e-09 
 2.55712204e-05  9.29380418e-01  3.30000965e+00  3.30000000e+00 -7.08566716e-09 
 2.56712204e-05  9.29383014e-01  3.30000133e+00  3.30000000e+00 -1.89623250e-09 
 2.57712204e-05  9.29383503e-01  3.29999976e+00  3.30000000e+00 -8.37943048e-10 
 2.58712204e-05  9.29383482e-01  3.29999982e+00  3.30000000e+00 -8.84980977e-10 
 2.59712204e-05  9.29383462e-01  3.29999989e+00  3.30000000e+00 -9.27308008e-10 
 2.60712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.31500210e-10 
 2.61712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30647559e-10 
 2.62712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 2.63712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 2.64712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 2.65712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 2.66712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30405974e-10 
 2.67712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30363342e-10 
 2.68712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30405974e-10 
 2.69712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 2.70712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 2.71712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 2.72712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 2.73712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 2.74712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30405974e-10 
 2.75712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30342026e-10 
 2.76712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30405974e-10 
 2.77712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 2.78712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 2.79712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 2.80712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 2.81712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 2.82712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 2.83712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 2.84712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30398869e-10 
 2.85712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 2.86712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 2.87712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 2.88712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30413080e-10 
 2.89712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30349131e-10 
 2.90712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 2.91712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 2.92712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30413080e-10 
 2.93712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30363342e-10 
 2.94712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 2.95712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 2.96712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 2.97712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 2.98712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 2.99712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30363342e-10 
 3.00712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 3.01712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30413080e-10 
 3.02712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 3.03712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.04712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 3.05712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.06712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 3.07712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.08712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.09712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 3.10712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30405974e-10 
 3.11712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30356236e-10 
 3.12712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 3.13712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.14712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 3.15712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 3.16712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30363342e-10 
 3.17712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30405974e-10 
 3.18712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 3.19712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.20712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.21712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.22712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 3.23712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 3.24712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 3.25712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 3.26712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30405974e-10 
 3.27712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30349131e-10 
 3.28712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30413080e-10 
 3.29712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 3.30712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 3.31712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30405974e-10 
 3.32712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 3.33712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 3.34712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.35712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 3.36712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30398869e-10 
 3.37712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 3.38712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 3.39712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30413080e-10 
 3.40712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30356236e-10 
 3.41712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 3.42712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30405974e-10 
 3.43712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 3.44712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 3.45712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.46712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 3.47712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.48712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30405974e-10 
 3.49712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30363342e-10 
 3.50712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 3.51712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30413080e-10 
 3.52712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30356236e-10 
 3.53712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30398869e-10 
 3.54712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 3.55712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 3.56712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.57712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 3.58712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30405974e-10 
 3.59712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30363342e-10 
 3.60712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 3.61712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.62712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.63712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 3.64712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 3.65712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.66712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 3.67712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 3.68712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30405974e-10 
 3.69712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30363342e-10 
 3.70712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 3.71712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30363342e-10 
 3.72712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 3.73712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.74712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30398869e-10 
 3.75712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 3.76712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 3.77712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 3.78712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.79712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.80712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 3.81712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 3.82712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 3.83712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 3.84712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 3.85712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 3.86712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30398869e-10 
 3.87712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.88712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.89712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 3.90712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.91712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.92712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.93712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.94712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.95712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 3.96712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 3.97712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30363342e-10 
 3.98712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30398869e-10 
 3.99712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 4.00712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 4.01712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 4.02712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 4.03712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30405974e-10 
 4.04712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30356236e-10 
 4.05712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30405974e-10 
 4.06712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 4.07712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 4.08712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30363342e-10 
 4.09712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 4.10712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 4.11712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30363342e-10 
 4.12712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30413080e-10 
 4.13712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30363342e-10 
 4.14712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 4.15712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 4.16712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 4.17712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 4.18712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 4.19712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 4.20712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 4.21712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 4.22712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 4.23712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 4.24712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30398869e-10 
 4.25712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 4.26712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30398869e-10 
 4.27712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30356236e-10 
 4.28712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30398869e-10 
 4.29712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 4.30712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30398869e-10 
 4.31712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 4.32712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 4.33712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 4.34712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 4.35712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 4.36712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 4.37712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 4.38712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 4.39712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 4.40712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 4.41712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 4.42712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 4.43712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 4.44712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 4.45712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30398869e-10 
 4.46712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 4.47712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 4.48712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30405974e-10 
 4.49712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30349131e-10 
 4.50712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30413080e-10 
 4.51712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 4.52712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 4.53712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 4.54712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 4.55712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 4.56712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 4.57712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 4.58712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 4.59712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 4.60712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30363342e-10 
 4.61712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30398869e-10 
 4.62712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 4.63712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 4.64712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 4.65712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 4.66712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 4.67712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 4.68712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 4.69712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 4.70712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30363342e-10 
 4.71712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30413080e-10 
 4.72712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 4.73712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 4.74712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30363342e-10 
 4.75712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30413080e-10 
 4.76712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 4.77712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 4.78712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 4.79712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30363342e-10 
 4.80712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30405974e-10 
 4.81712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 4.82712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30405974e-10 
 4.83712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30363342e-10 
 4.84712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 4.85712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 4.86712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30391764e-10 
 4.87712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 4.88712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 4.89712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 4.90712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30405974e-10 
 4.91712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30377553e-10 
 4.92712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 4.93712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30405974e-10 
 4.94712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30370447e-10 
 4.95712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 4.96712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30363342e-10 
 4.97712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30398869e-10 
 4.98712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30384658e-10 
 4.99712204e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30398869e-10 
 5.00000000e-05  9.29383461e-01  3.29999989e+00  3.30000000e+00 -9.30334920e-10 
 5.00100000e-05  1.10969582e+00  3.12593708e+00  2.97000000e+00 -2.87574516e-04 
 5.00300000e-05  2.63059152e+00  2.65445792e+00  2.31000000e+00 -1.48195726e-03 
 5.00536622e-05  8.38220274e+00  2.09156420e+00  1.52914768e+00 -2.71920807e+00 
 5.00738478e-05  1.12975166e+01  1.29950768e+00  8.63024076e-01 -8.28254362e+00 
 5.00953858e-05  1.25534991e+01  4.57254077e-01  1.52268053e-01 -1.08892688e+01 
 5.01000000e-05  1.27058902e+01  2.91969793e-01  0.00000000e+00 -1.12896653e+01 
 5.01025689e-05  1.27071927e+01  2.15763582e-01  0.00000000e+00 -1.12905183e+01 
 5.01077068e-05  1.27029646e+01  1.07997158e-01  0.00000000e+00 -1.12956212e+01 
 5.01164089e-05  1.27020324e+01  2.17965653e-02  0.00000000e+00 -1.12970270e+01 
 5.01212142e-05  1.27020355e+01  6.26711424e-03  0.00000000e+00 -1.12971487e+01 
 5.01249498e-05  1.27020378e+01  1.90974630e-03  0.00000000e+00 -1.12971788e+01 
 5.01287579e-05  1.27020414e+01  3.11472665e-04  0.00000000e+00 -1.12971861e+01 
 5.01324314e-05  1.27020425e+01 -1.46466809e-04  0.00000000e+00 -1.12971883e+01 
 5.01374780e-05  1.27020428e+01 -2.61739046e-04  0.00000000e+00 -1.12971888e+01 
 5.01452720e-05  1.27020426e+01 -1.97137544e-04  0.00000000e+00 -1.12971885e+01 
 5.01607716e-05  1.27020423e+01 -6.38164677e-05  0.00000000e+00 -1.12971879e+01 
 5.01917707e-05  1.27020422e+01  1.20999111e-05  0.00000000e+00 -1.12971875e+01 
 5.02537690e-05  1.27020422e+01  1.19778442e-05  0.00000000e+00 -1.12971875e+01 
 5.03537690e-05  1.27020422e+01  1.34629822e-06  0.00000000e+00 -1.12971876e+01 
 5.04537690e-05  1.27020422e+01 -1.18755897e-07  0.00000000e+00 -1.12971876e+01 
 5.05537690e-05  1.27020422e+01  3.73565018e-08  0.00000000e+00 -1.12971876e+01 
 5.06537690e-05  1.27020422e+01  1.05722661e-07  0.00000000e+00 -1.12971876e+01 
 5.07537690e-05  1.27020422e+01  1.09562302e-07  0.00000000e+00 -1.12971876e+01 
 5.08537690e-05  1.27020422e+01  1.07827942e-07  0.00000000e+00 -1.12971876e+01 
 5.09537690e-05  1.27020422e+01  1.07475331e-07  0.00000000e+00 -1.12971876e+01 
 5.10537690e-05  1.27020422e+01  1.07485931e-07  0.00000000e+00 -1.12971876e+01 
 5.11537690e-05  1.27020422e+01  1.07498857e-07  0.00000000e+00 -1.12971876e+01 
 5.12537690e-05  1.27020422e+01  1.07500197e-07  0.00000000e+00 -1.12971876e+01 
 5.13537690e-05  1.27020422e+01  1.07499955e-07  0.00000000e+00 -1.12971876e+01 
 5.14537690e-05  1.27020422e+01  1.07499874e-07  0.00000000e+00 -1.12971876e+01 
 5.15537690e-05  1.27020422e+01  1.07499874e-07  0.00000000e+00 -1.12971876e+01 
 5.16537690e-05  1.27020422e+01  1.07499877e-07  0.00000000e+00 -1.12971876e+01 
 5.17537690e-05  1.27020422e+01  1.07499877e-07  0.00000000e+00 -1.12971876e+01 
