 time            v(conn_pin)     v(mcu_pin)      v_am_rs#branch  v_am_esd#branch v_am_prot#branch
 2.08311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.09311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.10311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.11311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.12311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.13311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.14311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.15311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.16311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.17311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.18311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.19311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.20311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.21311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.22311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.23311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.24311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.25311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.26311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.27311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.28311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.29311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.30311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.31311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.32311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.33311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.34311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.35311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.36311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.37311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.38311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.39311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.40311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.41311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.42311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.43311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.44311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.45311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.46311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.47311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.48311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.49311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.50311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.51311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.52311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.53311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.54311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.55311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.56311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.57311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.58311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.59311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.60311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.61311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.62311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.63311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.64311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.65311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.66311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.67311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.68311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.69311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.70311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.71311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.72311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.73311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.74311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.75311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.76311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.77311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.78311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.79311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.80311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.81311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.82311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.83311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.84311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.85311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.86311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.87311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.88311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.89311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.90311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.91311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.92311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.93311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.94311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.95311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.96311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.97311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.98311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.99311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.00311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.01311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.02311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.03311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.04311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.05311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.06311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.07311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.08311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.09311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.10311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.11311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.12311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.13311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.14311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.15311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.16311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.17311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.18311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.19311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.20311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.21311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.22311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.23311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.24311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.25311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.26311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.27311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.28311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.29311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.30311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.31311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.32311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.33311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.34311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.35311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.36311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.37311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.38311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.39311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.40311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.41311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.42311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.43311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.44311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.45311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.46311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.47311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.48311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.49311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.50311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.51311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.52311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.53311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.54311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.55311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.56311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.57311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.58311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.59311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.60311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.61311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.62311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.63311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.64311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.65311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.66311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.67311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.68311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.69311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.70311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.71311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.72311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.73311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.74311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.75311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.76311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.77311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.78311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.79311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.80311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.81311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.82311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.83311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.84311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.85311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.86311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.87311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.88311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.89311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.90311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.91311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.92311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.93311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.94311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.95311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.96311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.97311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.98311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 3.99311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.00311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.01311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.02311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.03311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.04311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.05311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.06311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.07311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.08311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.09311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.10311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.11311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.12311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.13311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.14311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.15311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.16311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.17311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.18311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.19311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.20311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.21311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.22311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.23311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.24311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.25311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.26311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.27311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.28311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.29311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.30311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.31311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.32311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.33311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.34311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.35311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.36311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.37311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.38311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.39311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.40311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.41311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.42311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.43311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.44311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.45311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.46311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 4.47311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
