 time            v(conn_pin)     v(mcu_pin)      v_am_rs#branch  v_am_esd#branch v_am_prot#branch
 1.79336393e-05  4.99999998e+00  4.99998898e+00  1.10009765e-08 -5.00099998e-09 -5.00098873e-09 
 1.80336393e-05  4.99999998e+00  4.99998898e+00  1.10009765e-08 -5.00099998e-09 -5.00098873e-09 
 1.81336393e-05  4.99999998e+00  4.99998898e+00  1.10009765e-08 -5.00099998e-09 -5.00098873e-09 
 1.82336393e-05  4.99999998e+00  4.99998898e+00  1.10009765e-08 -5.00099998e-09 -5.00098873e-09 
 1.83336393e-05  4.99999998e+00  4.99998898e+00  1.10009765e-08 -5.00099998e-09 -5.00098873e-09 
 1.84336393e-05  4.99999998e+00  4.99998898e+00  1.10009765e-08 -5.00099998e-09 -5.00098873e-09 
 1.85336393e-05  4.99999998e+00  4.99998898e+00  1.10009765e-08 -5.00099998e-09 -5.00098873e-09 
 1.86336393e-05  4.99999998e+00  4.99998898e+00  1.10009765e-08 -5.00099998e-09 -5.00098873e-09 
 1.87336393e-05  4.99999998e+00  4.99998898e+00  1.10009765e-08 -5.00099998e-09 -5.00098873e-09 
 1.88336393e-05  4.99999998e+00  4.99998898e+00  1.10009765e-08 -5.00099998e-09 -5.00098873e-09 
 1.89336393e-05  4.99999998e+00  4.99998898e+00  1.10009765e-08 -5.00099998e-09 -5.00098873e-09 
 1.90336393e-05  4.99999998e+00  4.99998898e+00  1.10009765e-08 -5.00099998e-09 -5.00098873e-09 
 1.91336393e-05  4.99999998e+00  4.99998898e+00  1.10009765e-08 -5.00099998e-09 -5.00098873e-09 
 1.92336393e-05  4.99999998e+00  4.99998898e+00  1.10009765e-08 -5.00099998e-09 -5.00098873e-09 
 1.93336393e-05  4.99999998e+00  4.99998898e+00  1.10009765e-08 -5.00099998e-09 -5.00098873e-09 
 1.94336393e-05  4.99999998e+00  4.99998898e+00  1.10009765e-08 -5.00099998e-09 -5.00098873e-09 
 1.95336393e-05  4.99999998e+00  4.99998898e+00  1.10009765e-08 -5.00099998e-09 -5.00098873e-09 
 1.96336393e-05  4.99999998e+00  4.99998898e+00  1.10009765e-08 -5.00099998e-09 -5.00098873e-09 
 1.97336393e-05  4.99999998e+00  4.99998898e+00  1.10009765e-08 -5.00099998e-09 -5.00098873e-09 
 1.98336393e-05  4.99999998e+00  4.99998898e+00  1.10009765e-08 -5.00099998e-09 -5.00098873e-09 
 1.99336393e-05  4.99999998e+00  4.99998898e+00  1.10009765e-08 -5.00099998e-09 -5.00098873e-09 
 2.00000000e-05  4.99999998e+00  4.99998898e+00  1.10009765e-08 -5.00099998e-09 -5.00098873e-09 
 2.00100000e-05  5.69837523e+00  5.43574433e+00  2.62630892e-04 -5.93929775e-04 -4.47467809e-05 
 2.00300000e-05  6.98551066e+00  6.58760565e+00  3.97905008e-04 -1.13285856e-01 -6.32069894e-05 
 2.00633790e-05  7.81325095e+00  7.36490377e+00  4.48347172e-04 -1.62255157e+00 -4.39165239e-04 
 2.00978843e-05  8.62961455e+00  7.43414490e+00  1.19546966e-03 -3.22050023e+00 -1.23951130e-03 
 2.01000000e-05  8.67950421e+00  7.43414937e+00  1.24535484e-03 -3.31864672e+00 -1.24591489e-03 
 2.01042313e-05  8.67961464e+00  7.43405091e+00  1.24556374e-03 -3.31877157e+00 -1.24567165e-03 
 2.01126939e-05  8.67958316e+00  7.43403190e+00  1.24555127e-03 -3.31880356e+00 -1.24548399e-03 
 2.01296192e-05  8.67958293e+00  7.43403504e+00  1.24554789e-03 -3.31880354e+00 -1.24553042e-03 
 2.01634697e-05  8.67958283e+00  7.43403569e+00  1.24554714e-03 -3.31880366e+00 -1.24553917e-03 
 2.02311707e-05  8.67958283e+00  7.43403566e+00  1.24554717e-03 -3.31880366e+00 -1.24553880e-03 
 2.03311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.04311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.05311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.06311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
 2.07311707e-05  8.67958283e+00  7.43403566e+00  1.24554718e-03 -3.31880366e+00 -1.24553874e-03 
