 5.00000000e-12  4.99997029e+00  5.00000000e-12  4.99999500e+00  5.00000000e-12  4.99999990e+00 
 1.00000000e-11  4.99994337e+00  1.00000000e-11  4.99999000e+00  1.00000000e-11  4.99999979e+00 
 2.00000000e-11  4.99989663e+00  2.00000000e-11  4.99998000e+00  2.00000000e-11  4.99999958e+00 
 4.00000000e-11  4.99983334e+00  4.00000000e-11  4.99996000e+00  4.00000000e-11  4.99999917e+00 
 8.00000000e-11  4.99978090e+00  8.00000000e-11  4.99992000e+00  8.00000000e-11  4.99999833e+00 
 1.22906543e-10  4.99977143e+00  1.22906543e-10  4.99987710e+00  1.22906543e-10  4.99999744e+00 
 1.77049349e-10  4.99977458e+00  1.77049349e-10  4.99982296e+00  1.77049349e-10  4.99999631e+00 
 2.50074683e-10  4.99977855e+00  2.50074683e-10  4.99974996e+00  2.50074683e-10  4.99999479e+00 
 3.81023065e-10  4.99978042e+00  3.81023065e-10  4.99961908e+00  3.81023065e-10  4.99999206e+00 
 5.00000000e-10  4.99978060e+00  5.00000000e-10  4.99950021e+00  5.00000000e-10  4.99998958e+00 
 5.26189676e-10  4.99978059e+00  5.26189676e-10  4.99947406e+00  5.26189676e-10  4.99998904e+00 
 5.78569029e-10  4.99978065e+00  5.78569029e-10  4.99942175e+00  5.78569029e-10  4.99998795e+00 
 6.83327734e-10  4.99978090e+00  6.83327734e-10  4.99931719e+00  6.83327734e-10  4.99998576e+00 
 8.92845145e-10  4.99978137e+00  8.92845145e-10  4.99910827e+00  8.92845145e-10  4.99998140e+00 
 1.31187997e-09  4.99978205e+00  1.31187997e-09  4.99869160e+00  1.31187997e-09  4.99997267e+00 
 1.81187997e-09  4.99978253e+00  1.81187997e-09  4.99819721e+00  1.81187997e-09  4.99996225e+00 
 2.31187997e-09  4.99978275e+00  2.31187997e-09  4.99770678e+00  2.31187997e-09  4.99995183e+00 
 2.81187997e-09  4.99978279e+00  2.81187997e-09  4.99722130e+00  2.81187997e-09  4.99994141e+00 
 3.31187997e-09  4.99978267e+00  3.31187997e-09  4.99674177e+00  3.31187997e-09  4.99993099e+00 
 3.81187997e-09  4.99978240e+00  3.81187997e-09  4.99626915e+00  3.81187997e-09  4.99992057e+00 
 4.31187997e-09  4.99978198e+00  4.31187997e-09  4.99580437e+00  4.31187997e-09  4.99991015e+00 
 4.81187997e-09  4.99978141e+00  4.81187997e-09  4.99534831e+00  4.81187997e-09  4.99989973e+00 
 5.31187997e-09  4.99978068e+00  5.31187997e-09  4.99490179e+00  5.31187997e-09  4.99988931e+00 
 5.81187997e-09  4.99977976e+00  5.81187997e-09  4.99446560e+00  5.81187997e-09  4.99987889e+00 
 6.31187997e-09  4.99977864e+00  6.31187997e-09  4.99404045e+00  6.31187997e-09  4.99986846e+00 
 6.81187997e-09  4.99977732e+00  6.81187997e-09  4.99362703e+00  6.81187997e-09  4.99985804e+00 
 7.31187997e-09  4.99977577e+00  7.31187997e-09  4.99322596e+00  7.31187997e-09  4.99984761e+00 
 7.81187997e-09  4.99977398e+00  7.81187997e-09  4.99283779e+00  7.81187997e-09  4.99983718e+00 
 8.31187997e-09  4.99977193e+00  8.31187997e-09  4.99246305e+00  8.31187997e-09  4.99982676e+00 
 8.81187997e-09  4.99976963e+00  8.81187997e-09  4.99210220e+00  8.81187997e-09  4.99981633e+00 
 9.31187997e-09  4.99976704e+00  9.31187997e-09  4.99175565e+00  9.31187997e-09  4.99980590e+00 
 9.81187997e-09  4.99976418e+00  9.81187997e-09  4.99142377e+00  9.81187997e-09  4.99979546e+00 
 1.03118800e-08  4.99976102e+00  1.03118800e-08  4.99110686e+00  1.03118800e-08  4.99978503e+00 
 1.08118800e-08  4.99975756e+00  1.08118800e-08  4.99080520e+00  1.08118800e-08  4.99977460e+00 
 1.13118800e-08  4.99975379e+00  1.13118800e-08  4.99051899e+00  1.13118800e-08  4.99976416e+00 
 1.18118800e-08  4.99974971e+00  1.18118800e-08  4.99024841e+00  1.18118800e-08  4.99975372e+00 
 1.23118800e-08  4.99974532e+00  1.23118800e-08  4.98999357e+00  1.23118800e-08  4.99974328e+00 
